player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,actual_value,uni_lstm_pred,multi_lstm_pred,encoder_lstm_pred,final_prediction
Laureano Antonio Villa Suárez,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,45,45.0,1,0,0,0,36,27,75.0,2,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.0608,0.108,0.17,-0.1961,0.0583,0.2667,1,2,0,Negative,,,,,6358761.0
Roque Mesa Quevedo,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,124,62.0,1,0,0,4,64,56,87.5,3,4,0,0.0,6,3,5,0.0,0.0,2.9032,0.0,0.0,0.0,5.0806,4.3548,2.7581,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.0479,0.1447,0.0,0.2613,0.0028,0.3794,1,0,2,Positive,7500000.0,11945141.0,12583878.294200676,13959127.544049354,6875059.0
Enrique Pérez Muñoz,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,34,34.0,1,0,0,1,24,22,91.7,3,0,0,0.0,1,1,1,0.0,0.0,2.6471,0.0,0.0,0.0,2.6471,2.6471,2.1176,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.3473,0.0417,0.1067,-0.1409,0.2167,0.35,0,1,2,Negative,,,,,6355033.5
Fabián Ariel Orellana Valenzuela,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,34,34.0,1,0,0,2,15,12,80.0,2,0,0,0.0,1,1,0,0.0,0.0,5.2941,0.0,0.0,0.0,2.6471,2.6471,3.4412,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.8226,0.179,0.2057,-0.1506,0.2722,0.4611,1,2,0,Negative,,,,,6357922.5
Sergio Guardiola Navarro,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,88,44.0,1,0,0,1,33,20,60.6,1,6,0,0.0,2,3,3,0.0,0.0,1.0227,0.0,0.0,0.0,9.2045,2.0455,1.125,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.5283,0.0893,0.0,0.2193,0.2667,0.5667,1,0,2,Positive,7500000.0,63328460.0,70081971.17794403,68504343.75792891,6881195.0
Jairo Izquierdo González,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,137,68.5,1,0,0,1,33,17,51.5,1,0,0,0.0,1,4,2,0.0,0.0,0.6569,0.0,0.0,0.0,2.6277,0.6569,0.5255,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,62.8991,0.184,0.0,0.2235,0.1,0.4,2,0,1,Positive,,,,,6364783.5
Alberto Perea Correoso,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,155,77.5,1,0,0,2,34,26,76.5,2,3,1,0.3333,8,7,2,0.0,0.0,1.1613,0.0,0.0,0.0,5.8065,4.6452,1.9742,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.5721,0.0887,0.1467,-0.0171,-0.019,0.206,1,1,1,Neutral,,,,,6355477.0
Ander Guevara Lajo,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,145,72.5,1,0,0,0,72,59,81.9,2,8,2,0.25,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.5862,1.2414,0.3724,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.7894,0.1733,0.0,0.3533,0.35,0.6917,2,0,1,Positive,,,,,6366422.0
Martín Merquelanz Castellanos,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,90,90.0,1,0,0,1,32,26,81.2,2,3,0,0.0,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.8,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.2208,0.1447,0.132,0.0248,0.0694,0.4794,1,1,1,Neutral,,,,,6359120.0
Igor Zubeldia Elorza,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,172,86.0,1,0,0,0,73,65,89.0,3,7,1,0.1429,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.6628,0.5233,0.157,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.5963,0.0893,0.0927,0.0858,0.3833,0.4333,1,1,1,Positive,,,,,6360101.5
Andoni Gorosabel Espinosa,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,150,75.0,1,0,0,0,68,53,77.9,2,4,1,0.25,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.4,0.72,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.1108,0.2527,0.0,0.3747,0.0028,0.3794,2,0,1,Positive,,,,,6362830.5
Martín Zubimendi Ibáñez,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,161,80.5,1,0,0,1,86,75,87.2,3,4,0,0.0,2,5,1,0.0,0.0,0.559,0.0,0.0,0.0,5.0311,1.118,0.6149,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.7432,0.0613,0.1437,-0.0734,-0.1,0.3593,1,2,0,Negative,,,,,6359127.0
Cristian Portugués Manzanera,2019/20,1,Real Sociedad,Midfielder,3,25,9000000.0,16.0127,1,estimated,625,1.0,Prime,0,0,0,1,2,123,61.5,1,0,1,0,32,22,68.8,1,2,0,0.0,1,1,1,0.0,0.7317,0.0,0.7317,0.0,1.0,2.1951,0.7317,1.6829,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.1899,0.0603,0.1443,-0.1159,0.0167,0.1833,0,2,1,Negative,,,,,7550684.0
Adnan Januzaj,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,85,42.5,1,0,0,4,26,21,80.8,2,3,0,0.0,6,0,1,0.0,0.0,4.2353,0.0,0.0,0.0,3.1765,6.3529,4.0235,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.9361,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,,,,,6362783.5
Jon Bautista Orgilles,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,8,8.0,1,0,0,2,2,2,100.0,3,0,0,0.0,0,0,0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,11.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,93.5358,0.1257,0.1723,-0.1403,0.0222,0.2528,1,2,0,Negative,,,,,6380084.5
Modibo Sagnan,2019/20,1,Real Sociedad,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,14,7.0,1,0,0,0,13,13,100.0,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.6608,0.1373,0.2273,-0.271,0.0367,0.6517,1,2,0,Negative,,,,,6359418.0
Yann Bodiger,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,90,90.0,1,0,0,0,11,9,81.8,2,4,1,0.25,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.3,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.6508,0.1373,0.1823,-0.1627,0.1667,0.5167,1,2,0,Negative,7500000.0,10517479.0,9521619.120633597,6009699.546776388,6890328.5
Rafael Jiménez Jarque,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,18,10,55.6,1,3,0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,63.5658,0.1447,0.0993,0.0858,-0.1639,0.2127,1,1,1,Positive,7500000.0,32470864.0,36640511.17267374,34984976.90190282,6897695.5
Pedro Alcalá Guirado,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,60,60.0,1,0,0,0,4,2,50.0,1,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,61.6608,0.0827,0.156,-0.1424,0.2528,0.3833,0,1,2,Negative,,,,,6359678.0
Augusto Matías Fernández,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,12,12.0,1,0,0,0,1,1,100.0,3,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.6608,0.0417,0.16,-0.2313,-0.0611,0.1278,0,2,1,Negative,,,,,6358761.0
Iván Alejo Peralta,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,39,19.5,1,0,0,1,8,3,37.5,1,1,1,1.0,0,0,0,0.0,0.0,2.3077,0.0,0.0,0.0,2.3077,0.0,1.1538,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,59.6416,0.15,0.083,0.2559,0.0726,0.2671,2,0,1,Positive,,,,,6353159.5
Omobolaji Habeeb Adekanye,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,10,10.0,1,0,0,1,0,0,0.0,1,0,0,0.0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.5,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,53.4108,0.0603,0.118,-0.1077,0.0167,0.1833,0,2,1,Negative,,,,,6374089.5
Íñigo Martínez Berridi,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,106,98,92.5,3,8,1,0.125,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.4108,0.0417,0.2147,-0.3117,-0.0194,0.3593,0,3,0,Negative,7500000.0,10517479.0,9820817.647996062,7159054.71174274,6884754.5
Raúl García Escudero,2019/20,1,Athletic Club,Midfielder,3,25,9000000.0,16.0127,1,estimated,625,1.0,Prime,0,0,0,1,2,169,84.5,1,0,1,3,61,44,72.1,2,8,1,0.125,1,1,9,0.0,0.5325,1.5976,0.5325,0.0,1.0,4.7929,0.5325,2.0237,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.691,0.0,0.149,-0.2864,-0.1667,0.1833,0,2,1,Negative,9000000.0,10517479.0,10523930.901167396,8995213.881831804,8097988.5
Miguel Alfonso Herrero Javaloyas,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,56,56.0,1,0,0,0,31,27,87.1,3,1,0,0.0,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,4.8214,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7908,0.0,0.208,-0.3599,-0.2967,0.3183,0,2,1,Negative,,,,,6365667.0
João Pedro Neves Filipe,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,56,56.0,1,0,0,1,22,18,81.8,2,1,1,1.0,4,0,0,0.0,0.0,1.6071,0.0,0.0,0.0,1.6071,6.4286,2.7321,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.299,0.0827,0.165,-0.1073,-0.0389,0.1833,0,1,2,Negative,,,,,6350536.0
Pablo Hervías Ruiz,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,116,58.0,1,0,0,1,73,60,82.2,2,0,0,0.0,2,2,0,0.0,0.0,0.7759,0.0,0.0,0.0,1.5517,1.5517,0.8534,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.601,0.2267,0.0,0.3598,0.2667,0.6,2,0,1,Positive,,,,,6365201.0
Joaquín Fernández Moreno,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,90,90.0,1,0,0,0,46,37,80.4,2,5,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.7808,0.0,0.1367,-0.2434,-0.1667,0.1833,0,2,1,Negative,,,,,6365660.0
Óscar Plano Pedreño,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,146,73.0,1,0,0,1,43,41,95.3,3,4,1,0.25,0,4,2,0.0,0.0,0.6164,0.0,0.0,0.0,4.9315,0.0,0.3082,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.7132,0.084,0.0797,0.0353,0.0167,0.3583,1,1,1,Neutral,7500000.0,13357217.0,15341268.539729292,15611049.809753483,6888838.5
José Ignacio Martínez García,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,102,79,77.5,2,8,2,0.25,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.1358,0.0,0.17,-0.3094,0.0583,0.2667,0,2,1,Negative,,,,,6359120.0
Jordi Masip López,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,66,32,48.5,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,61.2108,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,,,,,6360346.0
Javier Sánchez de Felipe,2019/20,1,Real Valladolid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,168,84.0,1,0,0,1,41,33,80.5,2,5,1,0.2,1,7,0,0.0,0.0,0.5357,0.0,0.0,0.0,6.4286,0.5357,0.4286,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.4537,0.084,0.146,-0.09,0.1333,0.225,1,2,0,Negative,,,,,6359120.0
Ander Capa Rodríguez,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,173,86.5,1,0,0,0,90,73,81.1,2,3,1,0.3333,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,3.1214,2.0809,0.6243,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.9272,0.0,0.208,-0.3599,-0.2967,0.3183,0,2,1,Negative,,,,,6365660.0
Unai Simón Mendibil,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,52,43,82.7,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.4708,0.108,0.208,-0.2466,-0.2967,0.3183,1,2,0,Negative,7500000.0,10517479.0,10799487.545479584,9096756.225939756,6908852.5
Óscar de Marcos Arana,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,130,65.0,1,0,0,0,27,18,66.7,1,1,0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846,0.6923,0.2077,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.9824,0.084,0.0533,0.0435,0.0167,0.3583,1,1,1,Neutral,7500000.0,10517479.0,11316567.476279767,11544769.154998044,6897209.5
Mikel Balenziaga Oruesagasti,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,60,60.0,1,0,0,0,44,32,72.7,2,1,0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.4708,0.1373,0.2027,-0.2299,0.2917,0.5667,1,2,0,Negative,,,,,6359678.0
Alejandro Berenguer Remiro,2019/20,1,Athletic Club,Midfielder,3,25,9000000.0,16.0127,1,estimated,625,1.0,Prime,0,0,0,1,2,50,25.0,1,0,1,2,28,21,75.0,2,1,0,0.0,2,1,0,0.0,1.8,3.6,1.8,0.0,1.0,3.6,3.6,6.48,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.2455,0.1443,0.1353,-0.0171,0.3917,0.5083,1,2,0,Neutral,,,,,7555591.0
Daniel García Carrillo,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,116,58.0,1,0,0,0,89,78,87.6,3,3,0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,3.1034,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.9408,0.258,0.083,0.3692,0.0726,0.2671,3,0,0,Positive,,,,,6364410.5
Jon Morcillo Conesa,2019/20,1,Athletic Club,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,11,11.0,1,0,0,0,9,6,66.7,1,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1818,2.4545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.3526,0.108,0.0797,0.0147,-0.0667,0.2333,1,1,1,Neutral,,,,,6357944.5
Lucas Pérez Martínez,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,80,80.0,1,0,0,4,31,21,67.7,1,4,0,0.0,1,0,1,0.0,0.0,4.5,0.0,0.0,0.0,4.5,1.125,2.5875,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,70.8521,0.0,0.146,-0.224,0.05,0.1,0,2,1,Negative,,,,,6357727.0
Alberto Rodríguez Baró,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,90,90.0,1,0,0,0,27,23,85.2,3,1,0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.2208,0.2267,0.0833,0.2069,0.1667,0.55,2,1,0,Positive,,,,,6359359.0
Iñigo Córdoba Kerejeta,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,45,45.0,1,0,0,0,16,7,43.8,1,3,0,0.0,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,1.8,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,62.5008,0.0417,0.1613,-0.2212,0.2583,0.5815,0,2,1,Negative,,,,,6355682.0
Pere Pons Riera,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,19,19.0,1,0,0,0,13,10,76.9,2,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.7308,0.3087,0.1327,0.2903,0.1754,0.356,2,0,1,Positive,,,,,6364385.5
Jens Jønsson,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,93,46.5,1,0,0,0,12,9,75.0,2,2,0,0.0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,7.7419,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.1608,0.2427,0.0853,0.2356,0.2111,0.475,2,0,1,Positive,,,,,6359268.5
Luis Alfonso Espino García,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,64,37,57.8,1,12,4,0.3333,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0,9.5,2.0,0.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,64.9008,0.0887,0.1307,0.0055,0.0476,0.3226,1,1,1,Neutral,,,,,6359120.0
Jeremías Ledesma,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,59,21,35.6,1,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,57.3408,0.0,0.1723,-0.2322,0.05,0.1,0,2,1,Negative,,,,,6359120.0
Isaac Carcelén Valencia,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,31,20,64.5,1,3,1,0.3333,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.5,0.15,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.2358,0.0613,0.1013,-0.036,-0.1417,0.1278,1,1,1,Neutral,,,,,6365660.0
Marcos Mauro López Gutiérrez,2019/20,1,Cádiz,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,120,60.0,1,0,0,0,15,11,73.3,2,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.6508,0.1373,0.17,-0.1689,0.0583,0.3,1,2,0,Negative,,,,,6359127.0
Víctor Laguardia Cisneros,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,135,67.5,1,0,0,0,34,23,67.6,1,2,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.9408,0.1973,0.0993,0.1571,0.1,0.4,2,1,0,Positive,7500000.0,10517479.0,10793979.62569868,10183857.474920437,6888193.0
Tomás Pina Isla,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,142,71.0,1,0,0,0,31,23,74.2,2,6,0,0.0,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,6.338,0.6338,0.1901,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.206,0.0827,0.165,-0.1073,-0.0389,0.1833,0,1,2,Negative,7500000.0,10517479.0,9008743.611197488,5548101.364766896,6890370.5
Joaquín Navarro Jiménez,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,40,40.0,1,0,0,0,22,15,68.2,1,6,1,0.1667,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.1208,0.084,0.1583,-0.133,0.1333,0.225,1,2,0,Negative,,,,,6358781.0
Fernando Pacheco Flores,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,0,52,40,76.9,2,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,69.7308,0.1373,0.1527,-0.1255,-0.2333,0.1,1,2,0,Negative,,,,,6365660.0
Norberto Murara Neto,2019/20,1,Barcelona,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,6,540,90.0,1,0,0,0,191,170,89.0,3,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.3608,0.1497,0.0647,0.2021,0.35,0.5167,1,1,1,Positive,,,,,6360909.0
Martín Aguirregabiria Padilla,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,95,47.5,1,0,0,0,21,13,61.9,1,0,0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,5.6842,0.9474,0.2842,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,65.6571,0.1373,0.231,-0.2463,0.3333,0.6667,1,2,0,Negative,,,,,6360399.5
Miralem Pjanić,2019/20,1,Barcelona,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,17,545,32.0588,1,0,0,14,675,617,91.4,3,10,0,0.0,8,5,6,0.0,0.0,2.3119,0.0,0.0,0.0,2.4771,1.3211,1.5523,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.4093,0.0603,0.118,-0.1077,0.0167,0.1833,0,2,1,Negative,,,,,6378333.0
José Luis Sanmartín Mato,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,114,57.0,1,0,0,1,43,25,58.1,1,5,0,0.0,2,1,3,0.0,0.0,0.7895,0.0,0.0,0.0,4.7368,1.5789,0.8684,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,65.3935,0.0,0.149,-0.2864,-0.1667,0.1833,0,2,1,Negative,,,,,6365667.0
