Unnamed: 0,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment,cleaned_text,sentiment,mentioned_players
20796,2022-11-20 07:38:38+00:00,13,Twitter for iPhone,".@Cristiano Ronaldo &amp; Lionel Messi unite for their 1st ever joint promotion as the legendary duo play chess together in an advert for @LVMH before the start of the #WorldCup2022. 🔥🔥

#CristianoRonaldo #Cristiano #leomessi #Messi𓃵 #LVMH #QatarWorldCup2022 #Qatar #Qatar2022 https://t.co/0M5ipmQJzD",positive,. Ronaldo &amp; Lionel Messi unite for their 1st ever joint promotion as the legendary duo play chess together in an advert for before the start of the WorldCup2022. CristianoRonaldo Cristiano leomessi Messi𓃵 LVMH QatarWorldCup2022 Qatar Qatar2022,positive,['Lionel Messi']
20834,2022-11-20 07:32:40+00:00,1,Twitter for Android,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with
an Israeli player in order to support the Palestinian issue.
#WorldCup2022
#RaisePalestineFlag 🇵🇸
#PalestinianDream",neutral,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue. WorldCup2022 RaisePalestineFlag PalestinianDream",positive,['Cristiano Ronaldo']
20836,2022-11-20 07:32:21+00:00,1,Twitter for Android,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with
an Israeli player in order to support the Palestinian issue.
#WorldCup2022
#RaisePalestineFlag 󰐧
#PalestinianDream",neutral,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue. WorldCup2022 RaisePalestineFlag 󰐧 PalestinianDream",positive,['Cristiano Ronaldo']
20839,2022-11-20 07:32:06+00:00,1,Twitter for Android,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue.
#WorldCup2022
#RaisePalestineFlag 🇵🇸
#PalestinianDream",neutral,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue. WorldCup2022 RaisePalestineFlag PalestinianDream",positive,['Cristiano Ronaldo']
20840,2022-11-20 07:32:04+00:00,0,Twitter for iPhone,"World Cup Predictions:
Winner: Argentina
Dark Horse: Denmark
Overperformers: Canada and Qatar
Underperformers: France and Portugal
Best Player: Messi
Top Scorer: Lautaro Martinez
Best Young Player: Pedri
#WorldCup #WorldCup2022 #WorldcupQatar2022",neutral,World Cup Predictions: Winner: Argentina Dark Horse: Denmark Overperformers: Canada and Qatar Underperformers: France and Portugal Best Player: Messi Top Scorer: Lautaro Martinez Best Young Player: Pedri WorldCup WorldCup2022 WorldcupQatar2022,positive,['Pedri']
20856,2022-11-20 07:30:00+00:00,4,Twitter Web App,"My useless predictions for the #WorldCup2022 

Final: 🇦🇷 vs 🇵🇹
Winner: 🇦🇷
Dark horse: 🇩🇰
Golden boot: Lionel Messi 🇦🇷
Best young player: Jamal Musiala 🇩🇪

🇦🇺 Reckon we lose to France, draw with Tunisia and lose to Denmark

#Qatar2022",neutral,"My useless predictions for the WorldCup2022 Final: vs Winner: Dark horse: Golden boot: Lionel Messi Best young player: Jamal Musiala Reckon we lose to France, draw with Tunisia and lose to Denmark Qatar2022",positive,['Lionel Messi']
20896,2022-11-20 07:24:29+00:00,1,Twitter for Android,Rolling Neymar: The Brazilian star spent a whole 13.50 minutes rolling on the ground from 23 fouls he suffered in Brazil's first four matches in 2018 World Cup. #FIFAWorldCup #WorldCup2022 https://t.co/7i5jl4usyL,neutral,Rolling Neymar: The Brazilian star spent a whole 13.50 minutes rolling on the ground from 23 fouls he suffered in Brazil's first four matches in 2018 World Cup. FIFAWorldCup WorldCup2022,negative,['Neymar']
20921,2022-11-20 07:20:19+00:00,0,Twitter for Android,"Breaking: Karim Benzema will MISS the World Cup. Confirmed. He will not be part of France 26 man squad. 🚨🇫🇷 #WorldCup2022
#Qatar
https://t.co/HULmiHv4OT",negative,Breaking: Karim Benzema will MISS the World Cup. Confirmed. He will not be part of France 26 man squad. WorldCup2022 Qatar,negative,['Karim Benzema']
20987,2022-11-20 07:08:53+00:00,3,Twitter for Android,"The 🐐 Leo Messi with his teammate cum bodyguard Rodrigo De Paul
and Cristiano Ronaldo with his dickrider Piers Morgan.

#WorldCup2022 https://t.co/amoVX3ysxB",neutral,The Leo Messi with his teammate cum bodyguard Rodrigo De Paul and Cristiano Ronaldo with his dickrider Piers Morgan. WorldCup2022,neutral,['Cristiano Ronaldo']
20989,2022-11-20 07:08:32+00:00,1,Twitter Web App,My pick to win the world cup is….. BRAZIL!!! 🇧🇷 cmonnn Neymar! #FIFAWorldCup #WorldCup2022 @neymarjr,positive,My pick to win the world cup is….. BRAZIL!!! cmonnn Neymar! FIFAWorldCup WorldCup2022,positive,['Neymar']
20991,2022-11-20 07:08:18+00:00,1,Twitter Web App,"Karim Benzema will MISS the World Cup after suffering an injury. It’s the first time since 1978 that the reigning Ballon d'Or winner will not be at the World Cup💔
#WorldCup2022 |#BetNaBangBet https://t.co/FVp9CjY15C",negative,Karim Benzema will MISS the World Cup after suffering an injury. It’s the first time since 1978 that the reigning Ballon d'Or winner will not be at the World Cup WorldCup2022 |BetNaBangBet,negative,['Karim Benzema']
21000,2022-11-20 07:05:42+00:00,0,Twitter for iPhone,"Key players for each…

🇧🇷 Brazil:
Neymar &amp; Thiago Silva

🏴󠁧󠁢󠁷󠁬󠁳󠁿 Wales:
Gareth Bale &amp; Aaron Ramsey

#WorldCup2022 https://t.co/L1ipTw1sAl",neutral,Key players for each… Brazil: Neymar &amp; Thiago Silva Wales: Gareth Bale &amp; Aaron Ramsey WorldCup2022,neutral,['Neymar']
21013,2022-11-20 07:01:49+00:00,6,Twitter for Android,"This user will Hugely supports Argentina 🇦🇷 in #WorldCup2022  and  maybe Brazil 🇧🇷 for Neymar's sake and Spain 🇪🇸 fo3 my sons sake. Gavi and Balde.  My two babies 🥰😍🥰🥰

Argentina for the cup 🏆",positive,This user will Hugely supports Argentina in WorldCup2022 and maybe Brazil for Neymar's sake and Spain fo3 my sons sake. Gavi and Balde. My two babies Argentina for the cup,positive,"['Neymar', 'Gavi']"
21016,2022-11-20 07:01:22+00:00,71,Twitter for Android,"Anthony Martial is the perfect man to replace Karim Benzema.
#WorldCup2022 https://t.co/tpRzuVQ1rz",positive,Anthony Martial is the perfect man to replace Karim Benzema. WorldCup2022,positive,['Karim Benzema']
21021,2022-11-20 07:01:01+00:00,1,Twitter for iPhone,"Which soccer player do u like?
#WorldCup 
#WorldCup2022 
#CristianoRonaldo 
#Messi
#Neymar",neutral,Which soccer player do u like? WorldCup WorldCup2022 CristianoRonaldo Messi Neymar,positive,['Neymar']
21022,2022-11-20 07:01:00+00:00,664,Twitter Media Studio,"Oi, oi! ⚽️

Harry Kane's here again for #CBeebiesBedtimeStories! 

Oi Dog! by Kes and Claire Gray with illustrations by @_JimField is at 6:50pm tonight. 📚

Watch on @bbciplayer after.

#BBCWorldCup #WorldCup2022 @HKane https://t.co/j0iA7qGcjG",neutral,"Oi, oi! Harry Kane's here again for CBeebiesBedtimeStories! Oi Dog! by Kes and Claire Gray with illustrations by is at 6:50pm tonight. Watch on after. BBCWorldCup WorldCup2022",neutral,['Harry Kane']
21073,2022-11-20 06:54:41+00:00,1,Twitter for iPhone,"World Cup predictions 
Winner: Brazil
Golden boot: Kane
Best young player: Musiala
Golden glove: Martinez
Flop team: France
Dark horses: Denmark
Best player: Neymar #WorldCup2022",positive,World Cup predictions Winner: Brazil Golden boot: Kane Best young player: Musiala Golden glove: Martinez Flop team: France Dark horses: Denmark Best player: Neymar WorldCup2022,positive,['Neymar']
21083,2022-11-20 06:52:43+00:00,0,Twitter Web App,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue.
#WorldCup2022
#RaisePalestineFlag 🇵🇸
#PalestinianDream",neutral,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue. WorldCup2022 RaisePalestineFlag PalestinianDream",positive,['Cristiano Ronaldo']
21091,2022-11-20 06:51:36+00:00,1,Twitter for Android,"The World cup is nothing without the Samba boys and the Samba boys their are in town 50% of fans in world their support Brazil 
#FIFAWorldCup #WorldCup #SAMBA #Brazil #QatarWorldCup2022 #Qatar2022 #WorldCup2022 #Neymar #antony #Africa https://t.co/0G3JFkLtDY",positive,The World cup is nothing without the Samba boys and the Samba boys their are in town 50% of fans in world their support Brazil FIFAWorldCup WorldCup SAMBA Brazil QatarWorldCup2022 Qatar2022 WorldCup2022 Neymar antony Africa,positive,['Neymar']
21135,2022-11-20 06:41:58+00:00,1,Twitter for Android,"🚨 𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚: Karim Benzema will MISS the World Cup due to a new injury, he’s not gonna be part of France squad.

Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup. #WorldCup2022 #qatar https://t.co/T1Son9hp8C",negative,"𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚: Karim Benzema will MISS the World Cup due to a new injury, he’s not gonna be part of France squad. Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup. WorldCup2022 qatar",negative,['Karim Benzema']
21136,2022-11-20 06:41:56+00:00,1,Twitter for Android,We all can agree that France Giroud &gt;&gt;&gt; France Karim Benzema. #FIFAWorldCup #WorldCup2022 https://t.co/AiJWMEJGQf,positive,We all can agree that France Giroud &gt;&gt;&gt; France Karim Benzema. FIFAWorldCup WorldCup2022,positive,['Karim Benzema']
21144,2022-11-20 06:40:49+00:00,0,Twitter Web App,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue.
#WorldCup2022
#RaisePalestineFlag 🇵🇸
#PalestinianDream",neutral,"In 2013, the famous footballer, Cristiano Ronaldo, refused to exchange shirts with an Israeli player in order to support the Palestinian issue. WorldCup2022 RaisePalestineFlag PalestinianDream",positive,['Cristiano Ronaldo']
21246,2022-11-20 06:21:59+00:00,5,Twitter for Android,France striker Karim Benzema out of World Cup with injury #FIFAWorldCup #WorldCup2022 https://t.co/6sfCgPrUSt,neutral,France striker Karim Benzema out of World Cup with injury FIFAWorldCup WorldCup2022,negative,['Karim Benzema']
21271,2022-11-20 06:16:12+00:00,3,Twitter for iPad,"WORLD CUP 2022 NEWS 🔥🇫🇷
French striker and current Ballon d’Or titleholder, Karim Benzema, will miss the World Cup with an injury. Tough loss for the French National team looking to defend their title.
#WorldCup2022 #France #MundialQatar2022 #HalaMadrid https://t.co/QvabBIyt7V",neutral,"WORLD CUP 2022 NEWS French striker and current Ballon d’Or titleholder, Karim Benzema, will miss the World Cup with an injury. Tough loss for the French National team looking to defend their title. WorldCup2022 France MundialQatar2022 HalaMadrid",negative,['Karim Benzema']
21334,2022-11-20 06:00:00+00:00,16,Twitter Web App,"Luis Enrique will be supporting Lionel Messi and Argentina, if Spain don't win the #WorldCup2022 🇪🇸🇦🇷 https://t.co/5jwKBvcsMN",neutral,"Luis Enrique will be supporting Lionel Messi and Argentina, if Spain don't win the WorldCup2022",neutral,['Lionel Messi']
21344,2022-11-20 05:58:03+00:00,1,Twitter for Android,"🚨 Karim Benzema set to miss the World Cup after picking up a thigh injury during training

Heartbreak for the Ballon d'Or winner 💔

#WorldCup2022 #Qatar2022 https://t.co/NrmUxAuE8k",negative,Karim Benzema set to miss the World Cup after picking up a thigh injury during training Heartbreak for the Ballon d'Or winner WorldCup2022 Qatar2022,negative,['Karim Benzema']
21420,2022-11-20 05:37:46+00:00,0,Twitter Web App,"Create your #1XBET account and discover the benefits such as: high odds,live streams and risk-free bets

LINK: https://t.co/vrXoerKaBz
USE PROMOCODE 👉GOAL20

$100 BONUS FOR NEW PLAYERS 

#football #BTC
@BlazedRTs #Neymar
 #Argentina #Cristiano #WorldCup2022 #dolar #jeuxvideo https://t.co/k4IKhF2L7p",positive,"Create your 1XBET account and discover the benefits such as: high odds,live streams and risk-free bets LINK: USE PROMOCODE GOAL20 $100 BONUS FOR NEW PLAYERS football BTC Neymar Argentina Cristiano WorldCup2022 dolar jeuxvideo",positive,['Neymar']
21435,2022-11-20 05:33:01+00:00,0,Twitter Web App,"The Official Incorrect Prediction Thread of #WorldCup2022:

Champion: Argentina
Runner Up: Spain
Golden Ball: Angel Di Maria
Golden Boot: Alvaro Morata
Golden Gloves: Emiliano Martinez",neutral,The Official Incorrect Prediction Thread of WorldCup2022: Champion: Argentina Runner Up: Spain Golden Ball: Angel Di Maria Golden Boot: Alvaro Morata Golden Gloves: Emiliano Martinez,positive,['Emiliano Martinez']
21438,2022-11-20 05:32:30+00:00,7,Twitter Web App,"🦖🦖 Kaiju Neymar🦖🦖
1/1 = 3 Tez
Enjoy! Collector.

https://t.co/UyagZ1FL28

#1of1tezos #1of1xtz  #CleanNFT #NFT #NFTdrops #objktnft #WorldCup #WorldCup2022 https://t.co/7V6teP0jkx",positive,Kaiju Neymar 1/1 = 3 Tez Enjoy! Collector. 1of1tezos 1of1xtz CleanNFT NFT NFTdrops objktnft WorldCup WorldCup2022,positive,['Neymar']
21446,2022-11-20 05:30:43+00:00,3,Twitter for iPhone,💔 Karim Benzema ruled out of the #WorldCup2022 due to muscle tear injury during yesterday’s training session 😢 is a pill hard to swallow for our National Team but we stay strong and keep faith. Wish you a speedy recovery KB🙏🏼 https://t.co/kIeROdaT3n,negative,Karim Benzema ruled out of the WorldCup2022 due to muscle tear injury during yesterday’s training session is a pill hard to swallow for our National Team but we stay strong and keep faith. Wish you a speedy recovery KB,positive,['Karim Benzema']
21475,2022-11-20 05:22:45+00:00,0,Twitter Web App,"Karim Benzema will miss the World Cup after picking up a thigh injury in training, per multiple sources 💔

#Benzema #karimbenzema #France #QatarWorldCup2022 #WorldCup #WorldCup2022 #football https://t.co/VoIg0vfJeb",negative,"Karim Benzema will miss the World Cup after picking up a thigh injury in training, per multiple sources Benzema karimbenzema France QatarWorldCup2022 WorldCup WorldCup2022 football",negative,['Karim Benzema']
21500,2022-11-20 05:17:18+00:00,0,Twitter for iPhone,"Karim Benzema has suffered a problem in today’s training session with France, as advanced by RMC Sport. More tests will follow. 🚨🇫🇷 #WorldCup2022

France staff will be on it to understand how to proceed with Karim’s problem. https://t.co/FWibpj3vjV",neutral,"Karim Benzema has suffered a problem in today’s training session with France, as advanced by RMC Sport. More tests will follow. WorldCup2022 France staff will be on it to understand how to proceed with Karim’s problem.",negative,['Karim Benzema']
21542,2022-11-20 05:03:07+00:00,2,Twitter Web App,"The two legends, Lionel #Messi and Cristiano #Ronaldo appear in a joint photo, playing chess, on the eve of the start of the #WorldCup2022 Cup.
https://t.co/WS8VB5nYCp
#MidlineNews24",positive,"The two legends, Lionel Messi and Cristiano Ronaldo appear in a joint photo, playing chess, on the eve of the start of the WorldCup2022 Cup. MidlineNews24",positive,"['Lionel Messi', 'Cristiano Ronaldo']"
21544,2022-11-20 05:02:56+00:00,3,Twitter Web App,"The two legends, Lionel #Messi and Cristiano #Ronaldo appear in a joint photo, playing chess, on the eve of the start of the #WorldCup2022 Cup.
https://t.co/PfrvLh57aW
#MidlineNews24",positive,"The two legends, Lionel Messi and Cristiano Ronaldo appear in a joint photo, playing chess, on the eve of the start of the WorldCup2022 Cup. MidlineNews24",positive,"['Lionel Messi', 'Cristiano Ronaldo']"
21567,2022-11-20 04:59:26+00:00,0,Twitter for iPhone,"Karim Benzema to miss the #FUFAWorldCup. He has been ruled out of France 26 man squad due to injury.
#WorldCup2022 https://t.co/BNuHi185yN",negative,Karim Benzema to miss the FUFAWorldCup. He has been ruled out of France 26 man squad due to injury. WorldCup2022,negative,['Karim Benzema']
21579,2022-11-20 04:57:11+00:00,2,Twitter for Android,"𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚: Karim Benzema @Benzema will MISS the World Cup due to a new injury, he’s not gonna be part of France squad.
Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup

#WorldCup2022 #FIFAWorldCup #QatarWorldCup2022 #Qatar2022 https://t.co/Zo4OkjLQz5",negative,"𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚: Karim Benzema will MISS the World Cup due to a new injury, he’s not gonna be part of France squad. Kanté, Pogba, Kimpembé, Maignan, Nkunku and now Benzema not available for France at World Cup WorldCup2022 FIFAWorldCup QatarWorldCup2022 Qatar2022",negative,['Karim Benzema']
21621,2022-11-20 04:47:09+00:00,2,Hootsuite Inc.,"Ballon dor winner Karim Benzema is set to miss the world up after picking up a thigh injury❌ in Training. He is out of France 🇫🇷 26 man squad.

#QatarWorldCup2022 #FIFAWorldCup    #WorldCup2022

@SportsXentral https://t.co/jY5NbqxRRy",negative,Ballon dor winner Karim Benzema is set to miss the world up after picking up a thigh injury in Training. He is out of France 26 man squad. QatarWorldCup2022 FIFAWorldCup WorldCup2022,positive,['Karim Benzema']
21624,2022-11-20 04:46:50+00:00,4,Twitter for Android,"The curse of #FIFAWorldCup is upon France as all these players are unavailable for the #WorldCup2022 due to injury... 
Christopher Nkunku
Presnel Kimpembe
Karim Benzema
Mike Maignan
N’Golo Kante
Paul Pogba
#FootballWithDME",negative,The curse of FIFAWorldCup is upon France as all these players are unavailable for the WorldCup2022 due to injury... Christopher Nkunku Presnel Kimpembe Karim Benzema Mike Maignan N’Golo Kante Paul Pogba FootballWithDME,negative,['Karim Benzema']
21688,2022-11-20 04:36:08+00:00,2,Twitter Web App,"Karim Benzema Ruled Out of FIFA World Cup Qatar 2022 Due to Muscle Tear, Check French Football Star's Instagram Post

#KarimBenzema #FIFAWorldCup #WorldCup #WorldCup2022 #QatarWorldCup2022 

https://t.co/a0GjFu1AQI",neutral,"Karim Benzema Ruled Out of FIFA World Cup Qatar 2022 Due to Muscle Tear, Check French Football Star's Instagram Post KarimBenzema FIFAWorldCup WorldCup WorldCup2022 QatarWorldCup2022",neutral,['Karim Benzema']
21695,2022-11-20 04:34:13+00:00,1,Twitter for Android,"Who will be winning the FIFA World Cup 2022. Is it Messi, Ronaldo, Neymar or Mbappe ?? Prediction before final show. #FIFAWorldCup #WorldCup
#Messi𓃵 #CR7𓃵 #IndianFootball #WorldCup2022 #Qatar2022
https://t.co/Av7GwlBord",neutral,"Who will be winning the FIFA World Cup 2022. Is it Messi, Ronaldo, Neymar or Mbappe ?? Prediction before final show. FIFAWorldCup WorldCup Messi𓃵 CR7𓃵 IndianFootball WorldCup2022 Qatar2022",positive,['Neymar']
21729,2022-11-20 04:27:39+00:00,0,Twitter for Android,"Fantasy FIFA World Cup 2022. Simple but strong display. Let's set team! My current strategy using 4 premium players: Lionel Messi, Harry Kane, Kylian Mbappe, and Kevin De Bruyne. 

#worldcup2022 #FantasyWorldCup2022 https://t.co/X79vK5tjYy",positive,"Fantasy FIFA World Cup 2022. Simple but strong display. Let's set team! My current strategy using 4 premium players: Lionel Messi, Harry Kane, Kylian Mbappe, and Kevin De Bruyne. worldcup2022 FantasyWorldCup2022",positive,"['Lionel Messi', 'Kylian Mbappe', 'Harry Kane', 'Kevin De Bruyne']"
21771,2022-11-20 04:15:40+00:00,0,Twitter for iPhone,"French footballer Karim Benzema is out of #FIFAWorldCup  

He has picked up a thigh injury during training session 

Apart from Messi and Ronaldo..it was his last world cup as well

French will have to figure out plan b…

#FIFAWorldCupQatar2022 #WorldCup2022 #In2Sports https://t.co/gTzkLbe7iW",neutral,French footballer Karim Benzema is out of FIFAWorldCup He has picked up a thigh injury during training session Apart from Messi and Ronaldo..it was his last world cup as well French will have to figure out plan b… FIFAWorldCupQatar2022 WorldCup2022 In2Sports,negative,['Karim Benzema']
21793,2022-11-20 04:08:49+00:00,5,Twitter Web App,"Manchester United are reportedly considering terminating Cristiano Ronaldo's contract 😳

#SportsNews #WorldCup2022 

https://t.co/xerzFb2GG9",neutral,Manchester United are reportedly considering terminating Cristiano Ronaldo's contract SportsNews WorldCup2022,positive,['Cristiano Ronaldo']
21798,2022-11-20 04:07:45+00:00,0,Twitter Web App,"Karim Benzema's hopes of World Cup glory ended by injury
#karimbenzema #WorldCup2022 
https://t.co/lTl5D5RQIn",negative,Karim Benzema's hopes of World Cup glory ended by injury karimbenzema WorldCup2022,positive,['Karim Benzema']
21831,2022-11-20 03:51:27+00:00,5,Twitter for Android,"@ManoramaDaily #newspaper #frontpage toda. Sketch by @vinayathejaswi

@FIFAWorldCup  #QatarWorldCup2022 #WorldCup2022 #Messi #Ronaldo #Neymar #ViVara https://t.co/J2v5cdJCAZ",neutral,newspaper frontpage toda. Sketch by QatarWorldCup2022 WorldCup2022 Messi Ronaldo Neymar ViVara,neutral,['Neymar']
21839,2022-11-20 03:48:12+00:00,3,Twitter for iPhone,Lionel Messi arrives to Qatar on his 🐫 #WorldCup2022 https://t.co/kXIX05NtAd,neutral,Lionel Messi arrives to Qatar on his WorldCup2022,neutral,['Lionel Messi']
21848,2022-11-20 03:43:14+00:00,0,Twitter for Android,"ғɪғᴀ ᴡᴏʀʟᴅ ᴄᴜᴘ 2022 ɪs ʜᴇʀᴇ⚡️🔥⚽️
.
We're so Excited ❤️‍🔥🤍
All Love to QATAR🇶🇦🤍 
.
#FIFAWorldCup #WorldCup2022 #Qatar2022 #FIFA #FIFAWorldCupQatar2022 #WorldCup #Qatar  #QatarWorldCup2022 #football #Messi #LionelMessi #ronaldo #Cristiano #CristianoRonaldo #Neymar #MHM https://t.co/CldVYTAUBV",positive,ғɪғᴀ ᴡᴏʀʟᴅ ᴄᴜᴘ 2022 ɪs ʜᴇʀᴇ . We're so Excited All Love to QATAR . FIFAWorldCup WorldCup2022 Qatar2022 FIFA FIFAWorldCupQatar2022 WorldCup Qatar QatarWorldCup2022 football Messi LionelMessi ronaldo Cristiano CristianoRonaldo Neymar MHM,positive,['Neymar']
21888,2022-11-20 03:30:36+00:00,3,Twitter for iPhone,"Karim Benzema is OUT of the World Cup 💔

#Benzema #WorldCup2022 #Frqnce https://t.co/lFXqQ2CBVd",negative,Karim Benzema is OUT of the World Cup Benzema WorldCup2022 Frqnce,neutral,['Karim Benzema']
21901,2022-11-20 03:27:38+00:00,0,Twitter for iPhone,"So France has most injured players ever before the World Cup🙆🙆🙆. The likes of:-

Christopher Nkunku
Presnel Kimpembé
Karim Benzema
Mike Maignan
N’Golo Kanté
Paul Pogba

NOT available for France 🚨🇫🇷
They might be knocked out early🤞🏻.
#WorldCup2022 #Qatar2022 https://t.co/lyoXknlWvW",negative,So France has most injured players ever before the World Cup. The likes of:- Christopher Nkunku Presnel Kimpembé Karim Benzema Mike Maignan N’Golo Kanté Paul Pogba NOT available for France They might be knocked out early. WorldCup2022 Qatar2022,neutral,['Karim Benzema']
21936,2022-11-20 03:14:42+00:00,1,Twitter for iPhone,"If Bruno plays football....?
He always show his amazing foot saves on the court. Try to imagine Bruno plays football with his bro Neymar Jr. ? 🤩
-
#BruoRezende #Neymar #Brazil #Brasil #WorldCup2022 #QatarWorldCup https://t.co/0I4st6tL3I",positive,If Bruno plays football....? He always show his amazing foot saves on the court. Try to imagine Bruno plays football with his bro Neymar Jr. ? - BruoRezende Neymar Brazil Brasil WorldCup2022 QatarWorldCup,positive,['Neymar']
21977,2022-11-20 03:00:51+00:00,0,Twitter for Mac,"Kylian Mbappe 🇫🇷
#WorldCup2022 
#FIFAWorldCupQatar2022 https://t.co/H9FkC1sJRh",neutral,Kylian Mbappe WorldCup2022 FIFAWorldCupQatar2022,neutral,['Kylian Mbappe']
22019,2022-11-20 02:46:29+00:00,0,Twitter Web App,"2022 World Cup Futures: 
Spain Group Winner (-105)
Brazil/Argentina Group Winners (-116) 
Argentina to Semifinals (+175)
Argentina World Cup Winner (+500)

GOLDEN BOOT 🪙👢:
Neymar (+1300) 
Lionel Messi (+900) 

#WorldCup2022 #QatarWorldCup2022 #Qatar2022",neutral,2022 World Cup Futures: Spain Group Winner (-105) Brazil/Argentina Group Winners (-116) Argentina to Semifinals (+175) Argentina World Cup Winner (+500) GOLDEN BOOT : Neymar (+1300) Lionel Messi (+900) WorldCup2022 QatarWorldCup2022 Qatar2022,positive,"['Lionel Messi', 'Neymar']"
22053,2022-11-20 02:32:29+00:00,3,Twitter Web App,"bring ben yedder inplace of karim benzema at world cup
#WorldCup2022",neutral,bring ben yedder inplace of karim benzema at world cup WorldCup2022,neutral,['Karim Benzema']
22082,2022-11-20 02:24:30+00:00,5,Twitter for iPhone,"Watching World Cup only for Neymar ♥️. 
Here yours big fan GorkhaliChori for Brazil 🇧🇷 😍. 

#WorldCup2022 #QatarWorldCup2022 #Neymar #Brazil https://t.co/s1pwuaDm4K",positive,Watching World Cup only for Neymar . Here yours big fan GorkhaliChori for Brazil . WorldCup2022 QatarWorldCup2022 Neymar Brazil,positive,['Neymar']
22098,2022-11-20 02:17:26+00:00,7,Twitter Web App,"#France striker Karim Benzema out of the World Cup after thigh injury sustained in training in Qatar.

Read more: https://t.co/KWB0KpJmPm

#FifaWorldCup #WorldCup2022 #KarimBenzema https://t.co/qnva1vTIU6",neutral,France striker Karim Benzema out of the World Cup after thigh injury sustained in training in Qatar. Read more: FifaWorldCup WorldCup2022 KarimBenzema,negative,['Karim Benzema']
22134,2022-11-20 02:04:45+00:00,10,Twitter for iPhone,"Christopher Nkunku
Presnel Kimpembé
Karim Benzema
Mike Maignan
N’Golo Kanté
Paul Pogba

The World Cup defending champions are looking defeated already even before kick off😢
#WorldCup2022 #Qatar2022 https://t.co/YOHZ9QaiVl",negative,Christopher Nkunku Presnel Kimpembé Karim Benzema Mike Maignan N’Golo Kanté Paul Pogba The World Cup defending champions are looking defeated already even before kick off WorldCup2022 Qatar2022,positive,['Karim Benzema']
22142,2022-11-20 02:02:56+00:00,2,Twitter Web App,Not sure Anthony Martial should replace Karim Benzema. He's one knock away from getting sidelined for months. Pogba Marabou should be selected in this point 💔😡🤬 #WorldCup #WorldCup2022 #Qatar2022 https://t.co/zxUSfvKY1I,negative,Not sure Anthony Martial should replace Karim Benzema. He's one knock away from getting sidelined for months. Pogba Marabou should be selected in this point WorldCup WorldCup2022 Qatar2022,negative,['Karim Benzema']
22204,2022-11-20 01:37:33+00:00,0,Twitter for iPhone,AS Monaco striker Wissam Ben Yedder is favorite to replace injured Karim Benzema. #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #WorldCup2022 #WorldCup,neutral,AS Monaco striker Wissam Ben Yedder is favorite to replace injured Karim Benzema. FIFAWorldCupQatar2022 FIFAWorldCup2022 WorldCup2022 WorldCup,positive,['Karim Benzema']
22217,2022-11-20 01:32:39+00:00,0,Twitter for Android,"France striker Karim Benzema is out of the #WorldCup2022 in Qatar after he sustained a thigh injury in training.

🔗https://t.co/X9UBOIzGPQ https://t.co/ZaBZ9ChASF",neutral,France striker Karim Benzema is out of the WorldCup2022 in Qatar after he sustained a thigh injury in training.,negative,['Karim Benzema']
22235,2022-11-20 01:25:31+00:00,2,Twitter Web App,"5 reasons why Neymar will win the Golden Boot #WorldCup2022 

https://t.co/m5SPNk7WBz",positive,5 reasons why Neymar will win the Golden Boot WorldCup2022,positive,['Neymar']
22244,2022-11-20 01:24:13+00:00,4,Twitter for Android,"Karim Benzema is out of the Qatar 2022 World Cup due to a Muscle injury and he's speculated to return Mid December 2022 😫

#WorldCup #WorldCup2022 #France https://t.co/H23WA9p6Td",negative,Karim Benzema is out of the Qatar 2022 World Cup due to a Muscle injury and he's speculated to return Mid December 2022 WorldCup WorldCup2022 France,negative,['Karim Benzema']
