scraped_at,player_name,query,tweet_id,created_at,author_id,lang,retweet_count,reply_count,like_count,quote_count,impression_count,neg,neu,pos,compound,textblob_polarity,textblob_subjectivity
2026-02-26T16:43:19Z,Amadou Onana,Amadou Onana,961673770184558786,2026-02-16T16:43:19.264278Z,6137011,en,313,196,3784,25,77847,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Amadou Onana,Amadou Onana,478628211150053250,2026-02-16T16:43:19.264916Z,1961852,en,169,62,1433,9,4853,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Amadou Onana,Amadou Onana,253492191203845168,2026-02-19T16:43:19.265476Z,2996988,en,827,315,3534,43,77009,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,778319873658482241,2026-02-26T16:43:19.266282Z,1171116,en,530,82,1251,11,50323,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,153350229806122708,2026-01-31T16:43:19.266995Z,3032541,en,135,496,4434,81,47605,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,182927452890192804,2026-01-31T16:43:19.267425Z,5431711,en,774,342,1884,96,94245,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,259840612481690276,2026-02-04T16:43:19.267814Z,3566823,en,198,244,551,85,51789,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,890333508816207371,2026-02-07T16:43:19.268177Z,8462217,en,624,269,3908,86,87063,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,619431643378641361,2026-02-02T16:43:19.268604Z,6078141,en,336,223,3051,1,98110,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,931308427029814102,2026-02-08T16:43:19.268959Z,1697252,en,785,493,759,5,36298,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,562309864247429399,2026-02-02T16:43:19.269319Z,1788671,en,986,394,4952,31,60848,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,360283673892761408,2026-02-03T16:43:19.269696Z,3013678,en,851,374,130,43,83030,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Anass Zaroury,Anass Zaroury,916704339543921903,2026-01-29T16:43:19.270003Z,6574002,en,960,474,3739,12,91728,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,159952646455091775,2026-02-14T16:43:19.270591Z,7071519,en,638,442,3565,17,22805,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,566546814157455298,2026-02-10T16:43:19.270977Z,6430427,en,532,463,4411,32,22092,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,742264176785924057,2026-02-11T16:43:19.271322Z,7499006,en,89,12,3904,60,5864,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,962724423234434099,2026-02-07T16:43:19.271706Z,8640775,en,861,346,3585,15,75860,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,739482730924406271,2026-02-14T16:43:19.272073Z,2991770,en,848,176,4474,67,67948,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,868665077179362272,2026-02-19T16:43:19.272466Z,2109458,en,394,383,4203,62,30873,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,899015043659608857,2026-02-17T16:43:19.272883Z,7381940,en,1000,403,3372,83,20110,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,977866266822523592,2026-02-18T16:43:19.273169Z,2577787,en,820,183,1262,83,77842,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,730963905479664851,2026-02-22T16:43:19.273523Z,1880935,en,875,71,1153,98,97431,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Christensen,Andreas Christensen,722790567897641244,2026-02-11T16:43:19.274545Z,7608566,en,676,256,537,0,84027,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,703546466320692764,2026-02-17T16:43:19.275296Z,2415638,en,653,9,3179,5,3254,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,714165802139000983,2026-01-31T16:43:19.275767Z,9954389,en,980,500,3687,96,34627,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,105280457048915949,2026-02-14T16:43:19.276168Z,4968815,en,597,435,1156,99,24901,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,877692194624500009,2026-02-26T16:43:19.276471Z,4216685,en,321,27,2541,56,75150,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,581092080022685958,2026-02-15T16:43:19.276827Z,7022760,en,136,94,4003,67,64728,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,347049842508113895,2026-02-12T16:43:19.277206Z,8014775,en,441,170,2343,11,49948,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,329458421259430552,2026-02-09T16:43:19.277553Z,4618869,en,537,228,244,65,71874,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,565314518234516350,2026-02-21T16:43:19.277916Z,8971876,en,444,431,4932,16,49785,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,738257583728342486,2026-01-29T16:43:19.278284Z,1533700,en,189,313,1451,96,3161,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Evald Cornelius,Andreas Evald Cornelius,316467508790909043,2026-02-13T16:43:19.278702Z,7210039,en,350,286,4436,73,54912,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,717310799730401225,2026-02-04T16:43:19.279316Z,6705996,en,346,231,1470,60,99234,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,698744779577142472,2026-02-20T16:43:19.279694Z,9172645,en,683,483,2912,4,2923,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,264264840916739732,2026-01-28T16:43:19.280061Z,9480834,en,903,385,249,3,28303,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,678003241673199259,2026-02-18T16:43:19.280358Z,3150718,en,480,162,408,28,40409,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,134470700753960462,2026-02-15T16:43:19.280664Z,8022800,en,355,187,2871,15,79710,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,396424164954213351,2026-01-29T16:43:19.281008Z,7862840,en,312,199,4212,85,72506,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,687166289907040277,2026-02-07T16:43:19.281343Z,2659383,en,347,135,3706,27,66606,0.398,0.469,0.134,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,138242154474870557,2026-02-25T16:43:19.281736Z,1341272,en,943,51,2112,38,43042,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,555435850813333166,2026-02-12T16:43:19.282120Z,4755538,en,215,267,1990,35,24879,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andreas Skov Olsen,Andreas Skov Olsen,685868533664454316,2026-02-03T16:43:19.282457Z,9158225,en,746,5,529,14,2746,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,244406454870841123,2026-02-23T16:43:19.283009Z,4239093,en,417,267,506,50,40430,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,792966817295878145,2026-02-02T16:43:19.283419Z,1176035,en,60,356,544,100,24108,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,644276229899337256,2026-02-12T16:43:19.283789Z,2418135,en,21,100,2744,87,46792,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,595131516914715905,2026-02-10T16:43:19.284188Z,2858623,en,698,22,3242,96,25802,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,606970439674105456,2026-02-23T16:43:19.284546Z,7021012,en,137,185,4791,59,31219,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,433887965793213281,2026-02-26T16:43:19.284910Z,1894096,en,713,343,603,96,23623,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,467911205892147729,2026-02-04T16:43:19.285340Z,1981903,en,204,153,2296,34,29422,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,869017955935617756,2026-02-24T16:43:19.285727Z,6106450,en,997,340,1554,13,37271,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,160866735103723457,2026-02-02T16:43:19.286071Z,2101421,en,29,320,4773,48,18541,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andrej Kramarić,Andrej Kramarić,206357652951496105,2026-02-26T16:43:19.286445Z,4877851,en,1,0,4315,7,98808,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,133357272722985272,2026-02-02T16:43:19.287030Z,6114890,en,26,209,3724,28,81109,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,142131676442357988,2026-02-23T16:43:19.287402Z,9285060,en,64,84,4976,24,45736,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,294576380041487820,2026-02-03T16:43:19.287690Z,9379922,en,965,42,2870,88,4567,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,915523459117539664,2026-02-10T16:43:19.288047Z,9996576,en,692,137,4030,93,56427,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,359340169666073792,2026-01-27T16:43:19.288402Z,8802437,en,861,84,2907,85,38335,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,738204711108826475,2026-02-17T16:43:19.288742Z,5650622,en,397,59,3125,28,11821,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,670426432507975205,2026-02-05T16:43:19.289044Z,1065543,en,932,345,501,86,70196,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,620739336700121269,2026-01-28T16:43:19.289322Z,9722184,en,731,481,3976,46,55417,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,241785527599925416,2026-02-13T16:43:19.289634Z,6676725,en,619,217,2344,20,89518,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andries Noppert,Andries Noppert,302648850712946718,2026-01-27T16:43:19.290206Z,2870018,en,310,493,1608,77,20142,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,705854292504349940,2026-02-23T16:43:19.290869Z,5656178,en,360,122,1250,37,70885,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,127738418599801747,2026-02-19T16:43:19.291309Z,9468139,en,143,395,1369,67,67796,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,409097724098346473,2026-01-27T16:43:19.291690Z,2056209,en,947,15,2754,64,69861,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,909901693723901721,2026-02-13T16:43:19.292022Z,2675876,en,640,448,4012,76,30642,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,738681904865626625,2026-01-29T16:43:19.292455Z,9034947,en,972,290,2663,90,25928,0.388,0.612,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,151945362271559929,2026-02-10T16:43:19.293574Z,7769715,en,431,474,3229,36,72759,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,905688151158269456,2026-02-04T16:43:19.294081Z,5445072,en,887,113,4808,82,16892,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,531627055116965510,2026-02-07T16:43:19.294556Z,9412056,en,886,319,429,37,97143,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,406805322210655239,2026-02-21T16:43:19.294974Z,7082117,en,291,172,4759,66,49668,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Andrija Živković,Andrija Živković,171389243368921155,2026-02-05T16:43:19.295304Z,3048067,en,771,344,4359,57,55272,0.0,0.73,0.27,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,732865113519585859,2026-02-22T16:43:19.295841Z,9823650,en,388,293,3155,40,44164,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,572623693451303332,2026-02-10T16:43:19.296386Z,1806989,en,221,107,4754,10,47946,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,772068464551432551,2026-02-25T16:43:19.296809Z,9775876,en,498,1,4148,64,72257,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,689946686648719424,2026-02-18T16:43:19.297120Z,9522930,en,55,302,1668,62,13175,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,202435745923963901,2026-01-29T16:43:19.297478Z,1669592,en,777,471,2328,51,51719,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,613527334453972834,2026-02-23T16:43:19.297840Z,7090258,en,388,193,193,64,44802,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,330270367154751024,2026-02-06T16:43:19.298261Z,3619293,en,343,23,265,85,25609,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,177245437251954837,2026-02-21T16:43:19.298637Z,4818496,en,843,114,2372,88,78500,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,416740786810292777,2026-02-22T16:43:19.298963Z,4941118,en,483,287,3390,89,90329,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André Ayew Pelé,André Ayew Pelé,805017095184760311,2026-02-26T16:43:19.299264Z,6630409,en,831,307,4789,25,48619,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,957443514652038823,2026-01-27T16:43:19.299863Z,4573484,en,113,97,2587,53,92381,0.0,0.724,0.276,0.6369,1.0,0.3
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,643486568462222059,2026-01-29T16:43:19.300335Z,6127976,en,674,321,4719,77,94834,0.373,0.502,0.125,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,416272829826906738,2026-01-27T16:43:19.300845Z,9822056,en,915,218,393,6,66232,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,234791506623075656,2026-02-08T16:43:19.301412Z,4150373,en,426,288,2871,3,61167,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,644431300300909416,2026-02-19T16:43:19.301933Z,8701862,en,695,478,161,87,39516,0.0,0.681,0.319,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,173452021289361789,2026-02-24T16:43:19.302416Z,7764076,en,109,66,3023,69,39708,0.0,0.776,0.224,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,425692774486830489,2026-02-16T16:43:19.302749Z,6091123,en,780,38,2011,46,87184,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,492458166940104435,2026-02-14T16:43:19.303084Z,2687627,en,119,245,4604,30,78279,0.373,0.502,0.125,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,403990063628982893,2026-02-08T16:43:19.303520Z,7214936,en,213,120,3062,70,71315,0.373,0.502,0.125,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,André Miguel Valente Silva,André Miguel Valente Silva,554001304580873946,2026-02-26T16:43:19.303938Z,5129274,en,15,123,1870,61,1744,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Onana,André Onana,117603206321580393,2026-02-06T16:43:19.304715Z,8065978,en,123,247,413,14,23904,0.426,0.43,0.143,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,André Onana,André Onana,627608865526289695,2026-01-28T16:43:19.305291Z,3911958,en,205,123,4946,2,39195,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,André Onana,André Onana,211460614960623265,2026-02-14T16:43:19.305929Z,1116218,en,959,468,1970,85,21240,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André Onana,André Onana,238804347948303246,2026-01-27T16:43:19.306527Z,1880058,en,115,154,3392,45,51421,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André Onana,André Onana,448428459993103192,2026-02-20T16:43:19.307029Z,2481143,en,742,76,4634,28,16687,0.0,0.631,0.369,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,André Onana,André Onana,402855613519710774,2026-02-19T16:43:19.307561Z,8422882,en,579,56,3883,97,16607,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Onana,André Onana,743269805727405064,2026-01-29T16:43:19.308152Z,8735130,en,692,12,2094,79,68837,0.0,0.682,0.318,0.6369,1.0,0.3
2026-02-26T16:43:19Z,André Onana,André Onana,959757057711912274,2026-02-24T16:43:19.308666Z,7726079,en,250,320,2966,100,15230,0.0,0.636,0.364,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André Onana,André Onana,168912880724715571,2026-01-31T16:43:19.309240Z,5597288,en,899,58,1872,2,55475,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,André Onana,André Onana,693848318538793638,2026-02-09T16:43:19.309745Z,7847924,en,403,30,3145,39,13719,0.0,0.431,0.569,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,651847878959828073,2026-02-19T16:43:19.310608Z,2538578,en,545,289,1902,18,56577,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,180570514844917636,2026-02-19T16:43:19.311114Z,8336172,en,27,413,1162,13,99344,0.0,0.667,0.333,0.4588,0.0,0.0
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,379988467905414442,2026-02-06T16:43:19.311534Z,8484198,en,570,5,3106,43,70203,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,191752307382923139,2026-02-17T16:43:19.311879Z,3244991,en,929,177,414,53,52449,0.0,0.476,0.524,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,648342754294002533,2026-01-27T16:43:19.312327Z,6287450,en,95,93,3278,88,45879,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,829338957071934079,2026-02-04T16:43:19.312694Z,8474088,en,716,306,2826,86,33367,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,173045413329220891,2026-02-21T16:43:19.313117Z,9554829,en,304,7,3832,19,74636,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,317974668292535007,2026-02-17T16:43:19.313437Z,1495706,en,727,150,4615,62,44993,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,467233546061035511,2026-02-20T16:43:19.313746Z,3670169,en,388,452,181,77,89572,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,André-Frank Zambo Anguissa,André-Frank Zambo Anguissa,723406187666889160,2026-02-14T16:43:19.314178Z,9620009,en,994,223,2559,18,43406,0.0,0.755,0.245,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,625042129755802545,2026-02-20T16:43:19.314748Z,5666213,en,921,495,3474,99,10381,0.0,0.776,0.224,0.3802,0.49999999999999994,0.9
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,158276913654184294,2026-02-01T16:43:19.315245Z,5381302,en,633,109,1500,59,60773,0.0,0.681,0.319,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,485242072660926265,2026-02-24T16:43:19.315784Z,8680053,en,327,146,1165,53,24900,0.373,0.502,0.125,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,308688775146173360,2026-02-14T16:43:19.316430Z,1825647,en,820,216,2946,79,20521,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,880588948162930509,2026-02-09T16:43:19.316905Z,7078522,en,357,292,801,92,51783,0.373,0.502,0.125,-0.6048,-0.4,0.9
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,636756131375613389,2026-02-07T16:43:19.317535Z,4418692,en,668,284,3036,48,26775,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,507410106148132194,2026-02-07T16:43:19.318261Z,6094008,en,886,242,2425,56,18200,0.0,0.515,0.485,0.765,0.4047619047619048,0.7000000000000001
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,929497978903191592,2026-02-07T16:43:19.318926Z,3024335,en,844,381,4613,53,61996,0.341,0.659,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,449133374828973773,2026-02-17T16:43:19.319532Z,7228454,en,204,320,1688,40,85008,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Angelo Smit Preciado Quiñónez,Angelo Smit Preciado Quiñónez,367988600191961733,2026-02-22T16:43:19.320208Z,3032276,en,730,245,2152,28,58995,0.0,0.692,0.308,0.4588,0.0,0.0
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,503721008194514418,2026-02-17T16:43:19.321053Z,6696865,en,171,292,3383,59,46386,0.0,0.704,0.296,0.6369,1.0,0.3
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,163205451929375017,2026-02-20T16:43:19.321923Z,2924644,en,249,29,1535,85,32794,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,273657086066382884,2026-02-26T16:43:19.322711Z,7806662,en,190,134,251,72,42232,0.0,1.0,0.0,0.0,0.2,0.30000000000000004
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,429662715098754627,2026-02-10T16:43:19.323124Z,6967977,en,685,155,1964,74,6873,0.363,0.637,0.0,-0.6908,-0.25,0.5
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,959230551465347801,2026-02-14T16:43:19.323593Z,2577359,en,811,175,198,35,28006,0.0,0.658,0.342,0.6885,0.9375000000000001,0.9
2026-02-26T16:43:19Z,Anis Ben Slimane,Anis Ben Slimane,508120605447265935,2026-02-09T16:43:19.324039Z,4439225,en,566,241,4540,96,80544,0.398,0.469,0.134,-0.6048,-0.4,0.9
