player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,season_idx,lstm_mv_predicted_value,lstm_uni_predicted_value,lstm_ed_step1_value,lstm_ed_step2_value
Florian Gomez,2023/24,5,Atletico Madrid,Forward,4,29,9693462.0,16.087,1,original,841,0.8187,Experienced,0,1,0,0,34,1734,51.0,2,14,14,45,2324,1831,78.8,2,99,41,0.4141,99,66,48,0.7266,0.7266,2.3356,1.4533,0.3111,1.0,8.564,5.1384,6.3426,2,51,2,Achilles tendon injury,102,0.9444,0.4,1,4,8642,1,0,2160.5,8642.0,508.15,0.057,0.0962,-0.1133,-0.0975,0.3638,1,1,2,Negative,4,33995386.12952926,23556980.284360413,30351353.279630743,24446593.370157007
Florian Grégoire Claude Lejeune,2019/20,1,Deportivo Alavés,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,0,0,1,43,30,69.8,1,5,0,0.0,0,2,6,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9758,0.1907,0.1387,0.0143,-0.0389,0.1833,1,1,1,Neutral,0,,,,
Florian Grégoire Claude Lejeune,2020/21,2,Deportivo Alavés,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,180,90.0,1,0,0,1,43,30,69.8,1,5,0,0.0,0,2,6,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9758,0.2527,0.0833,0.2217,-0.0972,0.3294,2,1,0,Positive,1,,,,
Florian Grégoire Claude Lejeune,2021/22,3,Deportivo Alavés,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,180,90.0,1,0,0,1,43,30,69.8,1,5,0,0.0,0,2,6,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.9758,0.0,0.0797,-0.0987,-0.0667,0.2333,0,1,2,Negative,2,,,,
Florian Grégoire Claude Lejeune,2022/23,4,Deportivo Alavés,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,1,43,30,69.8,1,5,0,0.0,0,2,6,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.7186,0.205,0.1193,0.1638,0.1278,0.5608,1,2,0,Positive,3,5532292.831570313,22481292.66226001,29484337.232964553,23794777.492580738
Florian Grégoire Claude Lejeune,2023/24,5,Deportivo Alavés,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,1,43,30,69.8,1,5,0,0.0,0,2,6,0.0,0.0,0.5,0.0,0.0,0.0,3.5,0.0,0.25,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,66.7186,0.0,0.237,-0.3836,0.2083,0.7148,0,3,0,Negative,4,2090511.428720946,21681242.81739899,28608557.751942433,23148746.431158006
Florian Richard,2019/20,1,Real Sociedad,Midfielder,3,25,51576312.0,17.7586,3,original,625,1.0,Prime,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.063,0.1142,-0.0801,0.2625,0.4938,1,2,1,Negative,0,,,,
Florian Richard,2020/21,2,Real Sociedad,Midfielder,3,26,51576312.0,17.7586,3,original,676,0.9512,Prime,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.0312,0.1785,-0.3058,-0.0458,0.0958,0,3,1,Negative,1,,,,
Florian Richard,2021/22,3,Real Sociedad,Midfielder,3,27,51576312.0,17.7586,3,original,729,0.9048,Prime,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.081,0.233,-0.2791,0.25,0.475,1,3,0,Negative,2,,,,
Florian Richard,2022/23,4,Real Sociedad,Midfielder,3,28,51576312.0,17.7586,3,original,784,0.8607,Experienced,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.0,0.1145,-0.1995,0.0333,0.2167,0,2,2,Negative,3,38175685.547516525,44646577.375451885,46676091.62714924,36851287.8442936
Florian Richard,2023/24,5,Real Sociedad,Midfielder,3,29,51576312.0,17.7586,3,original,841,0.8187,Experienced,0,0,0,1,9,585,65.0,1,1,1,6,949,693,73.1,2,23,13,0.5652,107,76,8,0.1538,0.1538,0.9231,0.3077,0.1667,1.0,15.2308,16.4615,6.1692,0,0,0,,0,1.0,0.0,0,4,8347,2,1,2086.75,8347.0,499.051,0.067,0.1998,-0.1472,0.2812,0.6736,1,3,0,Negative,4,30378721.65047281,44646577.375451885,46676091.62714924,36851287.8442936
Francis Joseph Coquelin,2019/20,1,Villarreal,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.9819,0.084,0.1917,-0.1498,0.4667,0.525,1,2,0,Negative,0,,,,
Francis Joseph Coquelin,2020/21,2,Villarreal,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.9819,0.0,0.1917,-0.2838,0.3833,0.4,0,2,1,Negative,1,,,,
Francis Joseph Coquelin,2021/22,3,Villarreal,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.9819,0.2267,0.0833,0.2069,0.1667,0.55,2,1,0,Positive,2,,,,
Francis Joseph Coquelin,2022/23,4,Villarreal,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.7247,0.084,0.1527,-0.1321,-0.15,0.1917,1,2,0,Negative,3,14719249.297305848,22481292.66226001,29484337.232964553,23794777.492580738
Francis Joseph Coquelin,2023/24,5,Villarreal,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,76,38.0,1,0,0,1,47,39,83.0,2,0,0,0.0,1,0,2,0.0,0.0,1.1842,0.0,0.0,0.0,0.0,1.1842,0.9474,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,71.7247,0.0827,0.0853,-0.0086,0.2389,0.4056,0,0,3,Neutral,4,828862.7299579622,21681242.81739899,28608557.751942433,23148746.431158006
Francisco Alcácer García,2019/20,1,Villarreal,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.2608,0.0,0.1527,-0.266,-0.2333,0.0667,0,2,1,Negative,0,,,,
Francisco Alcácer García,2020/21,2,Villarreal,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.2608,0.0,0.24,-0.4074,0.0417,0.5648,0,3,0,Negative,1,,,,
Francisco Alcácer García,2021/22,3,Villarreal,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.2608,0.1447,0.0833,0.1084,-0.0972,0.3294,1,1,1,Positive,2,,,,
Francisco Alcácer García,2022/23,4,Villarreal,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.0036,0.084,0.1823,-0.1692,0.25,0.6083,1,2,0,Negative,3,9153771.808466455,22481292.66226001,29484337.232964553,23794777.492580738
Francisco Alcácer García,2023/24,5,Villarreal,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,104,52.0,1,0,0,0,25,18,72.0,2,3,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.5962,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,67.0036,0.084,0.194,-0.2607,-0.2133,0.4433,1,2,0,Negative,4,5678420.690266785,21681242.81739899,28608557.751942433,23148746.431158006
Francisco António Machado Mota de Castro Trincão,2019/20,1,Barcelona,Midfielder,3,25,15000000.0,16.5236,2,estimated,625,1.0,Prime,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.9915,0.1363,0.0647,0.093,0.1833,0.35,1,1,1,Positive,0,,,,
Francisco António Machado Mota de Castro Trincão,2020/21,2,Barcelona,Midfielder,3,26,15000000.0,16.5236,2,estimated,676,0.9512,Prime,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.9915,0.2287,0.0833,0.2424,-0.0139,0.4544,2,1,0,Positive,1,,,,
Francisco António Machado Mota de Castro Trincão,2021/22,3,Barcelona,Midfielder,3,27,15000000.0,16.5236,2,estimated,729,0.9048,Prime,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.9915,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,2,,,,
Francisco António Machado Mota de Castro Trincão,2022/23,4,Barcelona,Midfielder,3,28,8000000.0,15.895,1,estimated,784,0.8607,Experienced,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,78.7343,0.0887,0.14,0.0249,0.2643,0.2393,1,1,1,Neutral,3,15019041.935188761,26173609.16917463,32444760.626584988,26023231.069582276
Francisco António Machado Mota de Castro Trincão,2023/24,5,Barcelona,Midfielder,3,29,8000000.0,15.895,1,estimated,841,0.8187,Experienced,0,0,0,1,25,619,24.76,1,3,2,20,347,288,83.0,2,16,1,0.0625,31,4,10,0.4362,0.2908,2.9079,0.727,0.15,0.6667,2.9079,4.5073,4.6963,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,78.7343,0.0893,0.0,0.2193,0.2667,0.5667,1,0,2,Positive,4,10673834.734610157,24557318.29072139,30699437.835241567,24731527.839461766
Francisco Javier Hidalgo Gómez,2019/20,1,Levante UD,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.1508,0.108,0.132,-0.1232,0.2778,0.5556,1,1,1,Negative,0,,,,
Francisco Javier Hidalgo Gómez,2020/21,2,Levante UD,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.1508,0.1447,0.0547,0.181,0.0444,0.6108,1,1,1,Positive,1,,,,
Francisco Javier Hidalgo Gómez,2021/22,3,Levante UD,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.1508,0.0603,0.1637,-0.1675,0.35,0.4833,0,2,1,Negative,2,,,,
Francisco Javier Hidalgo Gómez,2022/23,4,Levante UD,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.8936,0.0893,0.1283,-0.0419,0.0367,0.6517,1,1,1,Neutral,3,13843618.745194618,22481292.66226001,29484337.232964553,23794777.492580738
Francisco Javier Hidalgo Gómez,2023/24,5,Levante UD,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,9,9.0,1,0,0,1,12,7,58.3,1,0,0,0.0,1,1,1,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,8.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.8936,0.1373,0.0357,0.2077,0.025,0.2944,2,0,1,Positive,4,3753680.934859253,21681242.81739899,28608557.751942433,23148746.431158006
Francisco José Beltrán Peinado,2019/20,1,Celta Vigo,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,2,108,54.0,1,0,0,0,74,69,93.2,3,3,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.6208,0.1373,0.0707,0.0067,0.225,0.4667,1,1,1,Neutral,0,,,,
Francisco José Beltrán Peinado,2020/21,2,Celta Vigo,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,2,108,54.0,1,0,0,0,74,69,93.2,3,3,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.6208,0.0,0.0657,-0.1334,-0.0667,0.2333,0,1,2,Negative,1,,,,
Francisco José Beltrán Peinado,2021/22,3,Celta Vigo,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,2,108,54.0,1,0,0,0,74,69,93.2,3,3,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.6208,0.2383,0.154,0.1309,0.1532,0.2671,2,1,0,Positive,2,,,,
Francisco José Beltrán Peinado,2022/23,4,Celta Vigo,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,108,54.0,1,0,0,0,74,69,93.2,3,3,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.3636,0.1507,0.0357,0.3168,0.1917,0.4611,2,0,1,Positive,3,11463304.898684157,22481292.66226001,29484337.232964553,23794777.492580738
Francisco José Beltrán Peinado,2023/24,5,Celta Vigo,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,108,54.0,1,0,0,0,74,69,93.2,3,3,0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.1667,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.3636,0.2267,0.0927,0.2263,0.3833,0.4667,2,1,0,Positive,4,5033072.461981042,21681242.81739899,28608557.751942433,23148746.431158006
Francisco Román Alarcón Suárez,2019/20,1,Real Madrid,Midfielder,3,25,7500000.0,15.8304,1,estimated,625,1.0,Prime,0,0,0,1,1,19,19.0,1,0,0,2,4,3,75.0,2,0,0,0.0,2,2,2,0.0,0.0,9.4737,0.0,0.0,0.0,9.4737,9.4737,7.5789,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,80.5292,0.1497,0.1773,-0.1614,0.2306,0.3278,1,2,0,Negative,0,,,,
Francisco Román Alarcón Suárez,2020/21,2,Real Madrid,Midfielder,3,26,7500000.0,15.8304,1,estimated,676,0.9512,Prime,0,0,0,1,1,19,19.0,1,0,0,2,4,3,75.0,2,0,0,0.0,2,2,2,0.0,0.0,9.4737,0.0,0.0,0.0,9.4737,9.4737,7.5789,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,80.5292,0.15,0.083,0.2559,0.0726,0.2671,2,0,1,Positive,1,,,,
Francisco Román Alarcón Suárez,2021/22,3,Real Madrid,Midfielder,3,27,7500000.0,15.8304,1,estimated,729,0.9048,Prime,0,0,0,1,1,19,19.0,1,0,0,2,4,3,75.0,2,0,0,0.0,2,2,2,0.0,0.0,9.4737,0.0,0.0,0.0,9.4737,9.4737,7.5789,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,80.5292,0.0603,0.199,-0.1962,0.0583,0.4148,0,3,0,Negative,2,,,,
Francisco Román Alarcón Suárez,2022/23,4,Real Madrid,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,19,19.0,1,0,0,2,4,3,75.0,2,0,0,0.0,2,2,2,0.0,0.0,9.4737,0.0,0.0,0.0,9.4737,9.4737,7.5789,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.272,0.0893,0.1283,-0.0419,0.0367,0.6517,1,1,1,Neutral,3,10753985.13407506,22481292.66226001,29484337.232964553,23794777.492580738
Francisco Román Alarcón Suárez,2023/24,5,Real Madrid,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,19,19.0,1,0,0,2,4,3,75.0,2,0,0,0.0,2,2,2,0.0,0.0,9.4737,0.0,0.0,0.0,9.4737,9.4737,7.5789,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,79.272,0.076,0.0,0.1102,0.1,0.4,1,0,2,Positive,4,3873351.767217509,21681242.81739899,28608557.751942433,23148746.431158006
Frenkie de Jong,2019/20,1,Barcelona,Defender,2,25,15000000.0,16.5236,2,estimated,625,1.0,Prime,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.3188,0.0,0.099,-0.1503,0.2667,0.5333,0,1,2,Negative,0,,,,
Frenkie de Jong,2020/21,2,Barcelona,Defender,2,26,15000000.0,16.5236,2,estimated,676,0.9512,Prime,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.3188,0.0,0.24,-0.4074,0.0417,0.5648,0,3,0,Negative,1,,,,
Frenkie de Jong,2021/22,3,Barcelona,Defender,2,27,15000000.0,16.5236,2,estimated,729,0.9048,Prime,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,77.3188,0.131,0.1613,-0.0019,0.3139,0.6926,1,2,0,Neutral,2,,,,
Frenkie de Jong,2022/23,4,Barcelona,Defender,2,28,8000000.0,15.895,1,estimated,784,0.8607,Experienced,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.0616,0.084,0.1527,-0.1321,-0.15,0.1917,1,2,0,Negative,3,35022956.7991715,26173609.16917463,32444760.626584988,26023231.069582276
Frenkie de Jong,2023/24,5,Barcelona,Defender,2,29,8000000.0,15.895,1,estimated,841,0.8187,Experienced,1,0,0,0,34,2900,85.2941,3,2,3,15,2583,2370,91.8,3,60,9,0.15,59,31,27,0.0621,0.0931,0.4655,0.1552,0.1333,1.5,2.8241,1.831,1.1545,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,76.0616,0.0827,0.1933,-0.1794,0.0028,0.4148,0,2,1,Negative,4,20373948.57920099,24557318.29072139,30699437.835241567,24731527.839461766
Gabriel Andersen,2019/20,1,Braga,Forward,4,25,73194638.0,18.1086,4,original,625,1.0,Prime,0,1,0,0,35,3150,90.0,3,17,3,109,512,328,64.1,1,21,16,0.7619,122,44,19,0.4857,0.0857,3.1143,0.5714,0.156,0.1765,1.8571,3.4857,4.2314,3,148,7,Back injury,444,0.8333,3.0,1,3,9171,3,0,3057.0,9171.0,504.5111,0.2084,0.0892,0.2731,0.2436,0.3602,4,1,0,Positive,0,,,,
Gabriel Andersen,2020/21,2,Braga,Forward,4,26,73194638.0,18.1086,4,original,676,0.9512,Prime,0,1,0,0,35,3150,90.0,3,17,3,109,512,328,64.1,1,21,16,0.7619,122,44,19,0.4857,0.0857,3.1143,0.5714,0.156,0.1765,1.8571,3.4857,4.2314,3,148,7,Back injury,444,0.8333,1.5,1,3,9171,3,0,3057.0,9171.0,519.5111,0.1118,0.1034,-0.0078,0.1717,0.2976,1,2,2,Neutral,1,,,,
Gabriel Andersen,2021/22,3,Braga,Forward,4,27,73194638.0,18.1086,4,original,729,0.9048,Prime,0,1,0,0,35,3150,90.0,3,17,3,109,512,328,64.1,1,21,16,0.7619,122,44,19,0.4857,0.0857,3.1143,0.5714,0.156,0.1765,1.8571,3.4857,4.2314,3,148,7,Back injury,444,0.8333,1.0,1,3,9171,3,0,3057.0,9171.0,524.5111,0.1892,0.0498,0.3513,0.3436,0.4602,4,0,1,Positive,2,,,,
Gabriel Andersen,2022/23,4,Braga,Forward,4,28,73194638.0,18.1086,4,original,784,0.8607,Experienced,0,1,0,0,35,3150,90.0,3,17,3,109,512,328,64.1,1,21,16,0.7619,122,44,19,0.4857,0.0857,3.1143,0.5714,0.156,0.1765,1.8571,3.4857,4.2314,3,148,7,Back injury,444,0.8333,0.75,1,3,9171,3,0,3057.0,9171.0,527.0111,0.0,0.1214,-0.2261,0.0667,0.2433,0,3,2,Negative,3,103053636.75490469,55774922.435060754,54880070.46668901,43184501.47671444
Gabriel Andersen,2023/24,5,Braga,Forward,4,29,73194638.0,18.1086,4,original,841,0.8187,Experienced,0,1,0,0,35,3150,90.0,3,17,3,109,512,328,64.1,1,21,16,0.7619,122,44,19,0.4857,0.0857,3.1143,0.5714,0.156,0.1765,1.8571,3.4857,4.2314,3,148,7,Back injury,444,0.8333,0.6,1,3,9171,3,0,3057.0,9171.0,528.5111,0.0456,0.1664,-0.2151,0.1,0.3,1,3,1,Negative,4,98171715.50561646,55774922.435060754,54880070.46668901,43184501.47671444
Gabriel Armando de Abreu,2019/20,1,Valencia,Midfielder,3,25,9000000.0,16.0127,1,estimated,625,1.0,Prime,0,0,0,1,2,180,90.0,1,1,0,2,69,59,85.5,3,2,0,0.0,0,6,1,0.5,0.0,1.0,0.5,0.5,0.0,4.0,0.0,2.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6755,0.1447,0.1473,0.0475,0.1611,0.4775,1,2,0,Neutral,0,,,,
Gabriel Armando de Abreu,2020/21,2,Valencia,Midfielder,3,26,9000000.0,16.0127,1,estimated,676,0.9512,Prime,0,0,0,1,2,180,90.0,1,1,0,2,69,59,85.5,3,2,0,0.0,0,6,1,0.5,0.0,1.0,0.5,0.5,0.0,4.0,0.0,2.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6755,0.289,0.0647,0.3781,0.1694,0.4544,2,1,0,Positive,1,,,,
Gabriel Armando de Abreu,2021/22,3,Valencia,Midfielder,3,27,9000000.0,16.0127,1,estimated,729,0.9048,Prime,0,0,0,1,2,180,90.0,1,1,0,2,69,59,85.5,3,2,0,0.0,0,6,1,0.5,0.0,1.0,0.5,0.5,0.0,4.0,0.0,2.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.6755,0.0,0.1867,-0.3169,0.3194,0.787,0,2,1,Negative,2,,,,
