player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,performance_index,injury_impact,overall_sentiment,popularity_index,xgb_pred,lstm_pred,final_pred
Benjamin Keita,2023/24,5,Olympique Lyon,Forward,4,29,58292861,17.881,3,original,841,0.8187,Experienced,0,1,0,0,35,2345,67.0,2,28,13,146,2882,2219,77.0,2,82,48,0.5854,44,35,25,1.0746,0.4989,5.6034,1.5736,0.1918,0.4643,4.4904,1.6887,7.5301,2,90,8,Abdominal problems,180,0.814,0.4,1,2,4386,1,1,2193.0,4386,299.5268,0.131,0.1067,0.0785,0.2722,0.4611,1,1,1,Positive,3.034533333333333,90.093,0.17535,8774,55688284.0,56903347.87774159,56417322.72664496
Riyad Dubois,2023/24,5,Chelsea,Forward,4,29,71980288,18.0919,4,original,841,0.8187,Experienced,0,1,0,0,26,1222,47.0,2,12,5,99,401,345,86.1,3,39,29,0.7436,5,43,52,0.8838,0.3682,7.2913,1.252,0.1212,0.4167,6.0393,0.3682,7.144,3,100,10,Abdominal problems,300,0.7222,0.6,1,5,10308,3,0,2061.6,10308,595.741,0.1532,0.1594,0.0568,0.1552,0.2686,2,2,1,Positive,2.798666666666667,150.1389,0.106,20621,64882148.0,73449683.36620894,70022670.01972535
Sergio Ferrari,2023/24,5,Marseille,Forward,4,29,69168952,18.0521,4,original,841,0.8187,Experienced,0,1,0,0,20,1240,62.0,2,15,10,48,750,528,70.5,2,100,57,0.57,82,34,46,1.0887,0.7258,3.4839,1.8145,0.3125,0.6667,9.7258,5.9516,8.2452,0,0,0,,0,1.0,0.0,0,3,7104,1,0,2368.0,7104,439.8219,0.0,0.0833,-0.1529,0.1111,0.4056,0,1,2,Negative,3.3532333333333337,0.0,-0.0209,14211,67552760.0,75787088.31459634,72493356.9887578
Karol Costa,2023/24,5,Napoli,Defender,2,29,25957829,17.072,2,original,841,0.8187,Experienced,1,0,0,0,6,342,57.0,1,3,1,25,2315,2092,90.4,3,110,46,0.4182,40,8,19,0.7895,0.2632,6.5789,1.0526,0.12,0.3333,31.0526,10.5263,9.3421,2,60,3,Knee injury,120,0.6667,0.4,1,1,2329,1,0,2329.0,2329,201.0605,0.0603,0.1637,-0.1675,0.35,0.4833,0,2,1,Negative,3.464933333333333,60.16665,0.0912499999999999,4659,46504424.0,24451447.371542163,33272638.422925297
Lucas Fernandez,2023/24,5,Sporting CP,Forward,4,29,84311560,18.25,4,original,841,0.8187,Experienced,0,1,0,0,26,1378,53.0,2,16,9,50,989,896,90.6,3,30,22,0.7333,63,4,29,1.045,0.5878,3.2656,1.6328,0.32,0.5625,2.2206,4.1147,7.1778,1,13,0,Achilles tendon injury,13,1.0,0.2,1,2,2902,2,0,1451.0,2902,232.5467,0.237,0.0995,0.3084,0.1836,0.3515,2,0,2,Positive,2.936866666666667,6.5,0.246,5806,77290528.0,91505640.77164768,85819596.46298862
Marco Williams,2023/24,5,Sevilla,Midfielder,3,29,5699376,15.5559,1,original,841,0.8187,Experienced,0,0,0,1,24,2160,90.0,2,6,4,37,2268,1676,73.9,2,20,13,0.65,61,47,31,0.25,0.1667,1.5417,0.4167,0.1622,0.6667,2.7917,2.5417,2.6167,0,0,0,,0,1.0,0.0,0,4,6094,3,0,1523.5,6094,376.9067,0.0536,0.1402,-0.0997,0.275,0.43,1,3,1,Negative,1.0111333333333332,0.0,0.08765,12192,26012366.0,6103129.196640437,14066824.517984262
Stefan Ricci,2023/24,5,Fenerbahce,Forward,4,29,101868177,18.4392,4,original,841,0.8187,Experienced,0,1,0,0,29,1624,56.0,2,15,9,110,1610,1057,65.7,1,119,59,0.4958,176,11,18,0.8313,0.4988,6.0961,1.33,0.1364,0.6,7.2044,9.7537,9.4655,2,69,6,Calf muscle strain,138,0.8286,0.4,1,3,5393,1,0,1797.6667,5393,350.5795,0.0,0.194,-0.3947,-0.2967,0.3183,0,2,1,Negative,3.5985333333333336,69.0857,-0.3457,10789,90731384.0,94063438.4504109,92730619.07024656
Karol Thomas,2023/24,5,Barcelona,Midfielder,3,29,26276780,17.0842,2,original,841,0.8187,Experienced,0,0,0,1,25,1200,48.0,2,5,9,23,2851,1935,67.9,1,31,15,0.4839,104,65,1,0.375,0.675,1.725,1.05,0.2174,1.8,7.2,7.8,5.6775,3,97,6,Cartilage damage,291,0.8065,0.6,1,4,13809,1,0,3452.25,13809,761.5369,0.103,0.1342,-0.1003,-0.175,0.075,1,2,1,Negative,2.2425,145.59675,-0.13765,27622,33221186.0,24121929.25729824,27761632.55437894
Kevin Savic,2023/24,5,Vitoria,Defender,2,29,98443123,18.405,4,original,841,0.8187,Experienced,1,0,0,0,1,75,75.0,1,0,0,0,1116,767,68.8,1,108,83,0.7685,182,35,27,0.0,0.0,0.0,0.0,0.0,0.0,171.6,218.4,65.52,1,55,0,Concussion,55,1.0,0.2,1,3,8968,1,0,2989.3333,8968,617.13,0.2527,0.0833,0.2217,-0.0972,0.3294,2,1,0,Positive,21.84,27.5,0.06225,17939,10372259.0,93924406.11617269,60503547.41970361
Richarlison Hansen,2023/24,5,AC Milan,Defender,2,29,49481226,17.7171,3,original,841,0.8187,Experienced,1,0,0,0,23,1702,74.0,2,8,3,52,2973,2324,78.2,2,84,46,0.5476,26,0,32,0.423,0.1586,2.7497,0.5817,0.1538,0.375,4.4418,1.3749,3.3737,3,78,6,Abdominal problems,234,0.7931,0.6,1,1,2568,0,0,2568.0,2568,200.3202,0.0887,0.2013,-0.0975,0.0226,0.4374,1,2,0,Negative,1.3184333333333331,117.10345,-0.03745,5137,54493056.0,49344009.6564138,51403627.79384828
Dusan Costa,2023/24,5,Boavista,Forward,4,29,10076648,16.1257,2,original,841,0.8187,Experienced,0,1,0,0,24,1920,80.0,2,19,9,99,642,493,76.9,2,48,38,0.7917,163,41,55,0.8906,0.4219,4.6406,1.3125,0.1919,0.4737,4.1719,7.6406,8.1281,3,81,3,Abdominal problems,243,0.8889,0.6,1,3,7481,2,0,2493.6667,7481,450.0081,0.279,0.064,0.3856,0.075,0.3565,2,0,2,Positive,3.1468666666666665,121.55555,0.2303,14965,46960588.0,10013944.005907342,24792602.403544404
Martin Martinez,2023/24,5,PSG,Forward,4,29,60226021,17.9136,4,original,841,0.8187,Experienced,0,1,0,0,17,1462,86.0,2,11,4,46,2318,2012,86.8,3,120,50,0.4167,153,51,42,0.6772,0.2462,2.8317,0.9234,0.2391,0.3636,10.5267,9.4186,6.7654,2,25,1,Achilles tendon injury,50,0.9444,0.4,1,1,1867,0,0,1867.0,1867,176.0875,0.1683,0.1443,-0.0025,0.0167,0.1833,1,2,0,Neutral,2.562933333333333,25.0278,0.0070999999999999,3735,60379876.0,65503376.406856336,63453975.8441138
Alessandro Torres,2023/24,5,Monaco,Midfielder,3,29,81208717,18.2125,4,original,841,0.8187,Experienced,0,0,0,1,9,414,46.0,1,7,2,41,1857,1366,73.6,2,9,5,0.5556,146,24,21,1.5217,0.4348,8.913,1.9565,0.1707,0.2857,7.1739,31.7391,19.413,3,82,1,Abdominal problems,246,0.9,0.6,1,1,3689,0,0,3689.0,3689,280.5746,0.0893,0.0,0.2193,0.2667,0.5667,1,0,2,Positive,7.123166666666667,123.05,0.243,7379,88737176.0,85949653.03125855,87064663.81875512
Arkadiusz Bruno,2023/24,5,RB Leipzig,Forward,4,29,139920160,18.7566,4,original,841,0.8187,Experienced,0,1,0,0,35,2975,85.0,3,25,15,205,2277,1605,70.5,2,26,19,0.7308,142,23,18,0.7563,0.4538,6.2017,1.2101,0.122,0.6,1.4824,4.2958,7.5661,0,0,0,,0,1.0,0.0,0,2,5673,1,1,2836.5,5673,368.6622,0.084,0.179,-0.1403,-0.15,0.1917,1,2,0,Negative,2.9254,0.0,-0.14515,11348,116082184.0,144566236.40340322,133172617.84204192
Nayef Sanchez,2023/24,5,Manchester City,Forward,4,29,110027212,18.5162,4,original,841,0.8187,Experienced,0,1,0,0,31,1643,53.0,2,23,8,192,949,883,93.1,3,120,64,0.5333,22,28,22,1.2599,0.4382,10.5173,1.6981,0.1198,0.3478,8.1071,1.2051,10.2763,2,58,1,Abdominal problems,116,0.9688,0.4,1,4,7188,3,0,1797.0,7188,450.6207,0.16,0.131,0.0155,0.0767,0.21,2,2,1,Neutral,3.991466666666667,58.0156,0.0461,14380,104859760.0,116218595.80158512,111675061.48095109
Phil Nilsen,2023/24,5,RB Leipzig,Midfielder,3,29,85140645,18.2598,4,original,841,0.8187,Experienced,0,0,0,1,20,1420,71.0,2,10,5,59,1404,1069,76.2,2,20,11,0.55,162,74,37,0.6338,0.3169,3.7394,0.9507,0.1695,0.5,5.9577,10.2676,7.4852,0,0,0,,0,1.0,0.0,0,5,12258,2,0,2451.6,12258,698.5074,0.0536,0.1308,-0.077,0.43,0.5189,1,3,1,Negative,2.8119666666666667,0.0,0.1765,24521,57976096.0,85217598.37262206,74320997.02357323
Erling Greco,2023/24,5,Besiktas,Defender,2,29,46297563,17.6506,3,original,841,0.8187,Experienced,1,0,0,0,5,375,75.0,1,1,2,13,1763,1383,78.5,2,57,24,0.4211,38,17,12,0.24,0.48,3.12,0.72,0.0769,2.0,17.76,9.12,5.976,1,10,0,Fracture,10,1.0,0.2,1,4,10642,3,0,2660.5,10642,612.9152,0.2048,0.0762,0.2607,0.1302,0.3112,3,1,1,Positive,2.232,5.0,0.19545,21288,64199940.0,47277613.84826354,54046544.30895813
Luis Zielinski,2023/24,5,Real Sociedad,Forward,4,29,58419531,17.8832,3,original,841,0.8187,Experienced,0,1,0,0,22,1826,83.0,2,15,11,51,2877,1893,65.8,1,118,67,0.5678,13,12,21,0.7393,0.5422,2.5137,1.2815,0.2941,0.7333,6.4074,0.6407,4.7514,3,90,10,Shoulder injury,270,0.6875,0.6,1,2,8022,2,0,4011.0,8022,471.1709,0.1475,0.15,0.0043,-0.0143,0.1545,2,2,0,Neutral,2.0109666666666666,135.15625,-0.005,16046,58516828.0,60730897.96020084,59845270.7761205
Przemyslaw Kone,2023/24,5,Atletico Madrid,Defender,2,29,70926619,18.0772,4,original,841,0.8187,Experienced,1,0,0,0,19,874,46.0,1,10,4,31,1600,1056,66.0,1,53,24,0.4528,19,70,60,1.0297,0.4119,3.1922,1.4416,0.3226,0.4,12.6659,1.9565,6.0961,1,25,1,Shoulder injury,25,0.95,0.2,1,1,1350,1,0,1350.0,1350,145.3485,0.084,0.1917,-0.1498,0.4667,0.525,1,2,0,Negative,2.512566666666667,12.525,0.15845,2701,67311672.0,76092440.35996698,72580134.21598019
Hugo Rasmussen,2023/24,5,Napoli,Forward,4,29,20153437,16.8189,2,original,841,0.8187,Experienced,0,1,0,0,32,2208,69.0,2,11,12,40,2567,2125,82.8,2,92,45,0.4891,115,9,51,0.4484,0.4891,1.6304,0.9375,0.275,1.0909,4.1168,4.6875,4.5448,1,22,1,Groin injury,22,0.9697,0.2,1,3,8764,2,0,2921.3333,8764,516.3435,0.16,0.1225,-0.0125,0.3812,0.375,2,2,0,Neutral,1.8274333333333328,11.01515,0.1843499999999999,17531,32628836.0,18998924.77490332,24450889.864941992
Nayef Jovic,2023/24,5,Real Madrid,Midfielder,3,29,62023897,17.943,4,original,841,0.8187,Experienced,0,0,0,1,17,986,58.0,1,3,1,19,642,546,85.2,3,11,6,0.5455,187,53,10,0.2738,0.0913,1.7343,0.3651,0.1579,0.3333,5.8418,17.069,6.9919,0,0,0,,0,1.0,0.0,0,4,13496,4,0,3374.0,13496,761.7339,0.1075,0.1153,-0.0059,0.4625,0.5042,2,3,1,Neutral,2.4523333333333333,0.0,0.2283,26996,63688344.0,63346919.957736656,63483489.97464199
Luca Fischer,2023/24,5,Juventus,Midfielder,3,29,36912619,17.4241,3,original,841,0.8187,Experienced,0,0,0,1,9,558,62.0,1,1,0,11,1314,1028,78.3,2,38,26,0.6842,147,80,4,0.1613,0.0,1.7742,0.1613,0.0909,0.0,19.0323,23.7097,8.4839,3,116,9,Groin injury,348,0.5,0.6,1,3,7346,2,0,2448.6667,7346,444.8639,0.103,0.0798,0.0554,0.2375,0.3708,2,1,1,Positive,2.881733333333333,174.25,0.14645,14695,38506384.0,39640494.489307016,39186850.6935842
Ivan Larsen,2023/24,5,Benfica,Forward,4,29,39466995,17.491,3,original,841,0.8187,Experienced,0,1,0,0,30,2310,77.0,2,11,1,75,883,643,72.9,2,37,26,0.7027,146,14,14,0.4286,0.039,2.9221,0.4675,0.1467,0.0909,1.987,5.6883,4.5312,1,58,7,Thigh muscle strain,58,0.8108,0.2,1,4,11372,2,1,2843.0,11372,644.3028,0.1122,0.12,-0.0885,0.1625,0.2625,1,2,1,Negative,1.6662666666666668,29.0946,0.037,22748,32894768.0,40571267.055700526,37500667.23342031
Ivan Szymanski,2023/24,5,Sporting CP,Midfielder,3,29,73855110,18.1176,4,original,841,0.8187,Experienced,0,0,0,1,1,47,47.0,1,0,0,7,1690,1240,73.4,2,24,11,0.4583,9,70,51,0.0,0.0,13.4043,0.0,0.0,0.0,180.0,17.234,11.8723,3,116,6,Abdominal problems,348,0.1429,0.6,1,5,13479,2,1,2695.8,13479,754.728,0.1484,0.1124,0.1078,0.2302,0.4325,2,1,2,Positive,3.957433333333333,174.42855,0.1689999999999999,26963,9284942.0,68033787.20230128,44534249.07138077
Antoine Oliveira,2023/24,5,Rangers,Defender,2,29,13891628,16.4468,2,original,841,0.8187,Experienced,1,0,0,0,27,1593,59.0,2,10,3,65,1311,1165,88.9,3,78,42,0.5385,128,6,11,0.565,0.1695,3.6723,0.7345,0.1538,0.3,4.7458,7.2316,6.0395,3,94,10,Foot injury,282,0.7297,0.6,1,1,4333,1,0,4333.0,4333,292.9216,0.0,0.199,-0.3951,-0.005,0.5183,0,2,1,Negative,2.258,141.13515,-0.20005,8667,15852759.0,14865917.556648493,15260654.033989094
Nicolo Pedersen,2023/24,5,RB Leipzig,Forward,4,29,89491813,18.3097,4,original,841,0.8187,Experienced,0,1,0,0,34,1598,47.0,2,12,2,76,1472,1052,71.5,2,75,43,0.5733,94,25,18,0.6758,0.1126,4.2804,0.7885,0.1579,0.1667,5.632,5.2941,5.9812,0,0,0,,0,1.0,0.0,0,3,5120,3,0,1706.6667,5120,338.0412,0.2104,0.0638,0.1947,0.29,0.4167,4,1,0,Positive,2.256533333333333,0.0,0.24235,10243,74808392.0,83531314.66965158,80042146.80179095
Kylian Nilsen,2023/24,5,Feyenoord,Defender,2,29,20036053,16.813,2,original,841,0.8187,Experienced,1,0,0,0,20,1680,84.0,2,7,7,44,2220,2106,94.9,3,104,49,0.4712,139,31,9,0.375,0.375,2.3571,0.75,0.1591,1.0,7.2321,7.4464,5.2875,2,91,6,Fracture,182,0.7692,0.4,1,4,18062,3,1,4515.5,18062,982.9735,0.1952,0.05,0.2525,0.35,0.585,4,1,0,Positive,2.0125,91.1154,0.30125,36128,27285902.0,21374744.31747922,23739207.59048753
Ole Fernandez,2023/24,5,Real Madrid,Midfielder,3,29,9858439,16.1038,1,original,841,0.8187,Experienced,0,0,0,1,27,1242,46.0,2,7,8,45,239,222,93.3,3,5,3,0.6,96,39,6,0.5072,0.5797,3.2609,1.087,0.1556,1.1429,3.1884,6.9565,6.3986,1,16,0,Groin injury,16,1.0,0.2,1,5,10394,4,1,2078.8,10394,602.4955,0.199,0.1115,0.2136,0.184,0.4548,4,1,1,Positive,2.4951666666666665,8.0,0.1988,20793,23018236.0,9203873.46039894,14729619.076239364
Elias Rossi,2023/24,5,Borussia Dortmund,Forward,4,29,59567443,17.9026,3,original,841,0.8187,Experienced,0,1,0,0,34,2040,60.0,2,13,15,41,1346,852,63.3,1,34,25,0.7353,133,52,44,0.5735,0.6618,1.8088,1.2353,0.3171,1.1538,3.7941,5.8676,5.7088,2,55,1,Calf muscle strain,110,0.9714,0.4,1,1,3820,1,0,3820.0,3820,265.2156,0.0603,0.1303,-0.1506,0.0167,0.1833,0,2,1,Negative,2.3147,55.0143,-0.06695,7641,65009404.0,57057047.82535977,60237990.69521586
Raphinha Lewandowski,2023/24,5,Juventus,Forward,4,29,36041310,17.4002,3,original,841,0.8187,Experienced,0,1,0,0,30,1500,50.0,2,18,3,128,2810,2492,88.7,3,14,8,0.5714,15,55,42,1.08,0.18,7.68,1.26,0.1406,0.1667,4.14,0.9,7.71,0,0,0,,0,1.0,0.0,0,2,3077,0,0,1538.5,3077,241.8254,0.0613,0.1063,-0.0364,0.15,0.3278,1,1,1,Neutral,2.99,0.0,0.0567999999999999,6156,40216024.0,37586393.04497286,38638245.82698372
Sander Pedersen,2023/24,5,Liverpool,Midfielder,3,29,145925844,18.7986,4,original,841,0.8187,Experienced,0,0,0,1,16,1008,63.0,2,4,5,29,1502,1138,75.8,2,34,14,0.4118,51,17,49,0.3571,0.4464,2.5893,0.8036,0.1379,1.25,4.5536,4.5536,4.625,2,58,6,Hamstring injury,116,0.7273,0.4,1,3,10590,2,1,3530.0,10590,606.4111,0.046,0.116,-0.0948,-0.1062,0.0958,1,2,1,Negative,1.8095,58.13635,-0.1005,21183,134746128.0,143515523.01970288,140007765.81182173
Sofyan Smith,2023/24,5,Galatasaray,Defender,2,29,66777665,18.0169,4,original,841,0.8187,Experienced,1,0,0,0,7,378,54.0,1,0,1,7,1486,1102,74.2,2,73,39,0.5342,197,26,28,0.0,0.2381,1.6667,0.2381,0.0,1.0,23.5714,46.9048,15.381,1,49,3,unknown injury,49,0.7,0.2,1,3,2601,2,0,867.0,2601,222.9152,0.124,0.0695,0.147,0.4125,0.45,2,1,1,Positive,5.206366666666667,24.65,0.27975,5205,58546472.0,71348636.4276923,66227771.85661537
Benjamin Wagner,2023/24,5,Marseille,Defender,2,29,35372712,17.3815,3,original,841,0.8187,Experienced,1,0,0,0,30,1830,61.0,2,3,2,22,1446,1285,88.9,3,94,60,0.6383,55,41,9,0.1475,0.0984,1.082,0.2459,0.1364,0.6667,6.6393,2.7049,1.9918,0,0,0,,0,1.0,0.0,0,4,6787,2,1,1696.75,6787,418.7706,0.1475,0.1648,0.0297,0.1982,0.1795,2,2,0,Neutral,0.7459000000000001,0.0,0.11395,13578,43969712.0,36432332.48218693,39447285.48931216
Bartosz Mitrovic,2023/24,5,Real Sociedad,Midfielder,3,29,71168890,18.0806,4,original,841,0.8187,Experienced,0,0,0,1,16,1072,67.0,2,6,8,28,1424,983,69.1,1,27,11,0.4074,103,57,35,0.5037,0.6716,2.3507,1.1754,0.2143,1.3333,7.0522,8.6474,6.6241,0,0,0,,0,1.0,0.0,0,4,9721,1,1,2430.25,9721,567.8772,0.162,0.1705,-0.1386,0.0275,0.4638,2,2,0,Negative,2.5998,0.0,-0.05555,19446,68849760.0,69504249.4603356,69242453.67620136
Pablo Moreau,2023/24,5,Lazio,Forward,4,29,27478968,17.1289,2,original,841,0.8187,Experienced,0,1,0,0,18,1044,58.0,2,12,2,86,2205,1929,87.5,3,104,45,0.4327,157,55,40,1.0345,0.1724,7.4138,1.2069,0.1395,0.1667,13.7069,13.5345,11.2155,3,104,5,Abdominal problems,312,0.7826,0.6,1,3,9237,2,0,3079.0,9237,547.0942,0.0452,0.2022,-0.2476,0.2625,0.4611,0,4,0,Negative,4.1408,156.1087,0.00745,18477,36108764.0,26914252.43156172,30592057.45893703
Raheem Martin,2023/24,5,PSV Eindhoven,Defender,2,29,74894737,18.1316,4,original,841,0.8187,Experienced,1,0,0,0,16,816,51.0,1,7,1,29,248,154,62.2,1,104,82,0.7885,33,25,52,0.7721,0.1103,3.1985,0.8824,0.2414,0.1429,14.2279,3.6397,5.2279,1,34,5,Foot injury,34,0.7619,0.2,1,4,4811,2,1,1202.75,4811,315.1246,0.067,0.1438,-0.0483,0.5375,0.55,1,2,1,Neutral,2.0367666666666664,17.11905,0.2445999999999999,9626,70434008.0,74379881.9379506,72801533.16277036
Davide Zielinski,2023/24,5,Liverpool,Defender,2,29,36889153,17.4234,3,original,841,0.8187,Experienced,1,0,0,0,6,396,66.0,1,0,0,0,888,819,92.3,3,60,43,0.7167,101,63,1,0.0,0.0,0.0,0.0,0.0,0.0,27.9545,22.9545,6.8864,3,40,5,Ankle sprain,120,0.5455,0.6,1,1,2543,1,0,2543.0,2543,206.7437,0.0,0.0707,-0.1338,0.225,0.4333,0,1,2,Negative,2.2954666666666665,60.22725,0.0456,5087,11085118.0,35682832.978029594,25843747.28681776
Piotr Leroy,2023/24,5,AC Milan,Forward,4,29,88992930,18.3041,4,original,841,0.8187,Experienced,0,1,0,0,28,1568,56.0,2,11,3,48,1346,1017,75.6,2,24,9,0.375,158,78,15,0.6314,0.1722,2.7551,0.8036,0.2292,0.2727,5.8546,9.0689,6.3367,1,40,4,Achilles tendon injury,40,0.875,0.2,1,4,11885,4,0,2971.25,11885,675.4182,0.1643,0.1483,-0.0177,0.2847,0.473,3,3,0,Neutral,2.3801,20.0625,0.1335,23774,63808308.0,82257471.0866936,74877806.65201616
Eder Smith,2023/24,5,Rangers,Forward,4,29,16209781,16.6011,2,original,841,0.8187,Experienced,0,1,0,0,19,1444,76.0,2,13,8,78,559,390,69.8,1,22,12,0.5455,164,67,15,0.8102,0.4986,4.8615,1.3089,0.1667,0.6154,5.5471,10.2216,8.9252,3,91,5,Ankle sprain,273,0.7917,0.6,1,1,735,0,0,735.0,735,112.2384,0.226,0.14,0.1654,0.2643,0.2726,2,1,0,Positive,3.4113333333333333,136.60415,0.2148499999999999,1471,25083742.0,16242544.153604347,19779023.492162608
Mateo Torres,2023/24,5,Celtic,Forward,4,29,21162434,16.8677,2,original,841,0.8187,Experienced,0,1,0,0,35,1610,46.0,2,12,11,80,2185,1573,72.0,2,77,46,0.5974,99,34,11,0.6708,0.6149,4.472,1.2857,0.15,0.9167,6.205,5.5342,7.1385,0,0,0,,0,1.0,0.0,0,2,945,1,0,472.5,945,128.2932,0.1453,0.0357,0.2314,0.2194,0.475,2,0,1,Positive,2.8080666666666665,0.0,0.2254,1892,26741616.0,19685089.47190711,22507700.683144264
Luis Sousa,2023/24,5,Barcelona,Defender,2,29,78962314,18.1845,4,original,841,0.8187,Experienced,1,0,0,0,21,1743,83.0,2,7,0,35,2132,1673,78.5,2,103,65,0.6311,59,20,6,0.3614,0.0,1.8072,0.3614,0.2,0.0,6.3511,3.0465,2.9019,1,55,6,Muscle strain,55,0.7778,0.2,1,5,14101,5,0,2820.2,14101,781.2107,0.1267,0.1343,0.0642,0.2799,0.3287,3,3,1,Positive,1.0877666666666668,27.6111,0.1720499999999999,28207,73395104.0,72995379.00037219,73155269.40022331
Elias Pedersen,2023/24,5,Bayer Leverkusen,Defender,2,29,22091443,16.9107,2,original,841,0.8187,Experienced,1,0,0,0,16,992,62.0,1,8,0,41,1790,1295,72.4,2,112,89,0.7946,44,22,15,0.7258,0.0,3.7198,0.7258,0.1951,0.0,12.1573,3.9919,5.2349,3,60,7,Achilles tendon injury,180,0.6957,0.6,1,3,6987,2,0,2329.0,6987,420.222,0.062,0.173,-0.1805,-0.0292,0.1375,0,2,2,Negative,1.9869,90.15215,-0.10485,13977,17999566.0,23578858.352747355,21347141.511648413
Matteo Torres,2023/24,5,Galatasaray,Forward,4,29,33860981,17.3378,3,original,841,0.8187,Experienced,0,1,0,0,21,1869,89.0,2,11,9,38,2525,2012,79.7,2,77,60,0.7792,126,69,19,0.5297,0.4334,1.8299,0.9631,0.2895,0.8182,7.0305,6.0674,5.191,0,0,0,,0,1.0,0.0,0,5,14477,2,1,2895.4,14477,805.2221,0.2536,0.1068,0.2507,0.1571,0.2971,4,1,0,Positive,2.0513666666666666,0.0,0.2038999999999999,28959,57268316.0,32320606.950555257,42299690.170333154
Hamza Becker,2023/24,5,Tottenham,Defender,2,29,160359013,18.8929,4,original,841,0.8187,Experienced,1,0,0,0,32,1504,47.0,2,2,1,17,1096,665,60.7,1,66,26,0.3939,157,25,51,0.1197,0.0598,1.0173,0.1795,0.1176,0.5,5.4455,9.3949,3.8059,3,45,0,Hamstring injury,135,1.0,0.6,1,2,5995,1,1,2997.5,5995,370.4546,0.108,0.0,0.1133,0.2111,0.4556,1,0,2,Positive,1.328466666666667,67.5,0.1622,11992,145412816.0,161008098.70614123,154769987.22368473
Achraf Thomas,2023/24,5,Liverpool,Midfielder,3,29,55967501,17.8403,3,original,841,0.8187,Experienced,0,0,0,1,22,1980,90.0,2,5,5,15,805,648,80.5,2,23,16,0.6957,134,46,4,0.2273,0.2273,0.6818,0.4545,0.3333,1.0,3.1364,6.0909,3.3045,0,0,0,,0,1.0,0.0,0,1,3956,0,0,3956.0,3956,277.5874,0.076,0.0993,-0.0654,-0.0667,0.2333,1,1,1,Negative,1.2530333333333334,0.0,-0.06605,7913,34911892.0,53841078.57150029,46269404.14290018
Davide Brown,2023/24,5,Juventus,Defender,2,29,54085662,17.8061,3,original,841,0.8187,Experienced,1,0,0,0,26,2132,82.0,2,3,5,20,758,714,94.2,3,98,76,0.7755,163,62,41,0.1266,0.2111,0.8443,0.3377,0.15,1.6667,6.7542,6.8809,3.2885,2,40,4,Back injury,80,0.8667,0.4,1,5,12974,4,0,2594.8,12974,727.8382,0.042,0.2393,-0.3343,0.3933,0.6717,1,5,0,Negative,1.2087333333333332,40.06665,0.0295,25953,24777896.0,54538253.81333298,42634111.28799979
Ivan Bernard,2023/24,5,Monaco,Defender,2,29,51467375,17.7565,3,original,841,0.8187,Experienced,1,0,0,0,12,1080,90.0,2,8,5,61,1114,927,83.3,2,109,51,0.4679,78,37,8,0.6667,0.4167,5.0833,1.0833,0.1311,0.625,12.1667,6.5,7.325,0,0,0,,0,1.0,0.0,0,1,2418,1,0,2418.0,2418,207.3904,0.1373,0.17,-0.1689,0.0583,0.3,1,2,0,Negative,2.8028,0.0,-0.0553,4837,50047936.0,54221194.91585101,52551890.94951061
Phil Petit,2023/24,5,Tottenham,Defender,2,29,96934843,18.3895,4,original,841,0.8187,Experienced,1,0,0,0,1,89,89.0,1,0,0,9,1503,1385,92.2,3,83,40,0.4819,144,13,59,0.0,0.0,9.1011,0.0,0.0,0.0,97.0787,145.618,48.236,2,71,5,Meniscus injury,142,0.1667,0.4,1,2,6134,2,0,3067.0,6134,450.3264,0.2385,0.0695,0.3608,0.4021,0.5283,3,1,0,Positive,16.078666666666667,71.41665,0.38145,12270,8119518.0,92412702.9282183,58695429.006930985
Kevin Martins,2023/24,5,Benfica,Midfielder,3,29,96474874,18.3848,4,original,841,0.8187,Experienced,0,0,0,1,10,660,66.0,1,1,1,10,887,730,82.3,2,16,11,0.6875,171,42,28,0.1364,0.1364,1.3636,0.2727,0.1,1.0,7.9091,23.3182,8.3591,2,82,4,Concussion,164,0.7143,0.4,1,4,12391,2,0,3097.75,12391,703.1197,0.1235,0.11,0.0698,0.1107,0.2795,2,1,1,Positive,2.8773,82.14285,0.09025,24786,82437192.0,88320182.30894202,85966987.38536522
