player_name,season,season_encoded,team,position,position_encoded,current_age,market_value_eur,log_market_value,market_value_tier_encoded,market_value_source,age_squared,age_decay_factor,career_stage,pos_Defender,pos_Forward,pos_Goalkeeper,pos_Midfielder,matches,minutes_played,minutes_per_match,minutes_played_tier_encoded,goals,assists,shots,passes_total,passes_complete,pass_accuracy_pct,pass_accuracy_tier_encoded,tackles_total,tackles_won,tackle_success_rate,dribbles,interceptions,fouls_committed,goals_per90,assists_per90,shots_per90,goal_contributions_per90,shot_conversion_rate,assist_to_goal_ratio,defensive_actions_per90,dribbles_per90,attacking_output_index,total_injuries,total_days_injured,total_matches_missed,most_common_injury,injury_burden_index,availability_rate,injury_frequency,total_injuries_tier_encoded,total_tweets,total_likes,positive_tweets,negative_tweets,tweet_engagement_rate,social_buzz_score,transfer_attractiveness_score,vader_positive_score,vader_negative_score,vader_compound_score,tb_polarity,tb_subjectivity,positive_count,negative_count,neutral_count,sentiment_label,lstm_pred
Antonio García Aranda,2023/24,5,Levante UD,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,34,30,88.2,3,0,0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.7636,0.0613,0.0357,0.0975,0.1361,0.35,1,0,2,Positive,6333333.333333333
Antonio Latorre Grueso,2022/23,4,Valencia,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,63,63.0,1,0,0,0,31,24,77.4,2,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4.2857,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.6236,0.1987,0.1153,0.1393,-0.1417,0.1611,2,1,0,Positive,7500000.0
Antonio Latorre Grueso,2023/24,5,Valencia,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,63,63.0,1,0,0,0,31,24,77.4,2,1,0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,4.2857,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,68.6236,0.234,0.083,0.3899,0.156,0.3921,3,0,0,Positive,6333333.333333333
Aridane Hernández Umpiérrez,2022/23,4,Osasuna,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,37,33,89.2,3,2,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.1636,0.1693,0.0357,0.2108,0.1361,0.35,2,0,1,Positive,7500000.0
Aridane Hernández Umpiérrez,2023/24,5,Osasuna,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,90,90.0,1,0,0,0,37,33,89.2,3,2,0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,72.1636,0.0,0.231,-0.3868,0.3333,0.6333,0,2,1,Negative,6333333.333333333
Arkadiusz Bruno,2022/23,4,RB Leipzig,Forward,4,28,139920160.0,18.7566,4,original,784,0.8607,Experienced,0,1,0,0,35,2975,85.0,3,25,15,205,2277,1605,70.5,2,26,19,0.7308,142,23,18,0.7563,0.4538,6.2017,1.2101,0.122,0.6,1.4824,4.2958,7.5661,0,0,0,,0,1.0,0.0,0,2,5673,1,1,2836.5,5673.0,368.6622,0.0,0.1283,-0.2612,-0.0189,0.5406,0,1,2,Negative,141022626.99122334
Arkadiusz Bruno,2023/24,5,RB Leipzig,Forward,4,29,139920160.0,18.7566,4,original,841,0.8187,Experienced,0,1,0,0,35,2975,85.0,3,25,15,205,2277,1605,70.5,2,26,19,0.7308,142,23,18,0.7563,0.4538,6.2017,1.2101,0.122,0.6,1.4824,4.2958,7.5661,0,0,0,,0,1.0,0.0,0,2,5673,1,1,2836.5,5673.0,368.6622,0.084,0.179,-0.1403,-0.15,0.1917,1,2,0,Negative,141636286.29631895
Arkadiusz Diallo,2022/23,4,Real Madrid,Defender,2,28,61130134.0,17.9285,4,original,784,0.8607,Experienced,1,0,0,0,12,600,50.0,1,9,2,61,719,483,67.2,1,86,43,0.5,115,52,15,1.35,0.3,9.15,1.65,0.1475,0.2222,20.7,17.25,14.4,2,42,7,Foot injury,84,0.6316,0.5,1,1,381,1,0,381.0,381.0,104.8249,0.076,0.1283,-0.151,-0.13,0.485,1,1,1,Negative,64332367.45528641
Arkadiusz Diallo,2023/24,5,Real Madrid,Defender,2,29,61130134.0,17.9285,4,original,841,0.8187,Experienced,1,0,0,0,12,600,50.0,1,9,2,61,719,483,67.2,1,86,43,0.5,115,52,15,1.35,0.3,9.15,1.65,0.1475,0.2222,20.7,17.25,14.4,2,42,7,Foot injury,84,0.6316,0.4,1,1,381,1,0,381.0,381.0,105.8249,0.0887,0.14,0.0249,0.2643,0.2393,1,1,1,Neutral,65443174.48429859
Arkadiusz Fischer,2022/23,4,Sporting CP,Forward,4,28,30037517.0,17.218,3,original,784,0.8607,Experienced,0,1,0,0,34,1768,52.0,2,15,17,128,1397,1058,75.8,2,52,37,0.7115,177,8,12,0.7636,0.8654,6.5158,1.629,0.1172,1.1333,3.0543,9.0102,9.9825,2,77,6,Foot injury,154,0.85,0.5,1,5,14025,4,0,2805.0,14025.0,782.6496,0.1967,0.1132,0.1948,0.1502,0.3218,4,2,0,Positive,21203223.237274725
Arkadiusz Fischer,2023/24,5,Sporting CP,Forward,4,29,30037517.0,17.218,3,original,841,0.8187,Experienced,0,1,0,0,34,1768,52.0,2,15,17,128,1397,1058,75.8,2,52,37,0.7115,177,8,12,0.7636,0.8654,6.5158,1.629,0.1172,1.1333,3.0543,9.0102,9.9825,2,77,6,Foot injury,154,0.85,0.4,1,5,14025,4,0,2805.0,14025.0,783.6496,0.127,0.0565,0.1773,0.3238,0.4363,3,1,2,Positive,20105166.39445739
Arkadiusz Johansen,2022/23,4,Wolfsburg,Midfielder,3,28,66925839.0,18.0191,4,original,784,0.8607,Experienced,0,0,0,1,4,344,86.0,1,3,1,22,2313,2077,89.8,3,41,17,0.4146,41,34,28,0.7849,0.2616,5.7558,1.0465,0.1364,0.3333,19.6221,10.7267,8.9738,3,62,6,Calf muscle strain,186,0.4,0.75,1,2,2027,2,0,1013.5,2027.0,182.2889,0.2335,0.117,0.1896,0.3042,0.4908,2,1,1,Positive,70833626.05493188
Arkadiusz Johansen,2023/24,5,Wolfsburg,Midfielder,3,29,66925839.0,18.0191,4,original,841,0.8187,Experienced,0,0,0,1,4,344,86.0,1,3,1,22,2313,2077,89.8,3,41,17,0.4146,41,34,28,0.7849,0.2616,5.7558,1.0465,0.1364,0.3333,19.6221,10.7267,8.9738,3,62,6,Calf muscle strain,186,0.4,0.6,1,2,2027,2,0,1013.5,2027.0,183.7889,0.2385,0.0625,0.3463,0.2396,0.5908,3,1,0,Positive,69304961.9788093
Arkadiusz Kowalski,2022/23,4,Feyenoord,Midfielder,3,28,78072412.0,18.1731,4,original,784,0.8607,Experienced,0,0,0,1,9,693,77.0,1,1,3,9,1534,1219,79.5,2,14,10,0.7143,136,59,25,0.1299,0.3896,1.1688,0.5195,0.1111,3.0,9.4805,17.6623,7.0519,1,16,2,Abdominal problems,16,0.8182,0.25,1,4,12511,4,0,3127.75,12511.0,707.9151,0.2087,0.1145,0.1458,0.0769,0.3852,4,2,0,Positive,77931017.93053916
Arkadiusz Kowalski,2023/24,5,Feyenoord,Midfielder,3,29,78072412.0,18.1731,4,original,841,0.8187,Experienced,0,0,0,1,9,693,77.0,1,1,3,9,1534,1219,79.5,2,14,10,0.7143,136,59,25,0.1299,0.3896,1.1688,0.5195,0.1111,3.0,9.4805,17.6623,7.0519,1,16,2,Abdominal problems,16,0.8182,0.2,1,4,12511,4,0,3127.75,12511.0,708.4151,0.1687,0.078,0.2032,0.5431,0.6083,3,1,2,Positive,77882134.91428015
Arkadiusz Larsen,2022/23,4,Galatasaray,Defender,2,28,73240318.0,18.1093,4,original,784,0.8607,Experienced,1,0,0,0,22,1364,62.0,2,2,9,21,1949,1311,67.3,1,106,45,0.4245,77,64,51,0.132,0.5938,1.3856,0.7258,0.0952,4.5,11.217,5.0806,3.8006,3,60,4,Ankle sprain,180,0.8462,0.75,1,1,724,0,0,724.0,724.0,105.0402,0.1507,0.0357,0.3168,0.1917,0.4611,2,0,1,Positive,75527622.43783665
Arkadiusz Larsen,2023/24,5,Galatasaray,Defender,2,29,73240318.0,18.1093,4,original,841,0.8187,Experienced,1,0,0,0,22,1364,62.0,2,2,9,21,1949,1311,67.3,1,106,45,0.4245,77,64,51,0.132,0.5938,1.3856,0.7258,0.0952,4.5,11.217,5.0806,3.8006,3,60,4,Ankle sprain,180,0.8462,0.6,1,1,724,0,0,724.0,724.0,106.5402,0.1373,0.0993,-0.0351,0.0444,0.3222,1,1,1,Neutral,74691857.22603086
Arkadiusz Leroy,2022/23,4,Napoli,Forward,4,28,65640382.0,17.9997,4,original,784,0.8607,Experienced,0,1,0,0,24,1344,56.0,2,12,6,87,284,264,93.2,3,76,50,0.6579,160,29,58,0.8036,0.4018,5.8259,1.2054,0.1379,0.5,7.0312,10.7143,9.3415,0,0,0,,0,1.0,0.0,0,2,7130,1,0,3565.0,7130.0,449.4717,0.1443,0.1443,0.0181,0.1,0.3083,1,2,0,Neutral,64431864.183181405
Arkadiusz Leroy,2023/24,5,Napoli,Forward,4,29,65640382.0,17.9997,4,original,841,0.8187,Experienced,0,1,0,0,24,1344,56.0,2,12,6,87,284,264,93.2,3,76,50,0.6579,160,29,58,0.8036,0.4018,5.8259,1.2054,0.1379,0.5,7.0312,10.7143,9.3415,0,0,0,,0,1.0,0.0,0,2,7130,1,0,3565.0,7130.0,449.4717,0.108,0.0993,-0.0622,0.0444,0.2889,1,1,1,Negative,64770481.671070635
Arkadiusz Meyer,2022/23,4,AC Milan,Midfielder,3,28,127077813.0,18.6603,4,original,784,0.8607,Experienced,0,0,0,1,12,948,79.0,1,7,1,32,791,697,88.2,3,12,7,0.5833,106,71,33,0.6646,0.0949,3.038,0.7595,0.2188,0.1429,7.8797,10.0633,6.7215,3,108,9,Foot injury,324,0.5714,0.75,1,5,11219,4,0,2243.8,11219.0,640.17,0.155,0.0417,0.219,0.3403,0.5258,3,1,2,Positive,126655810.65903628
Arkadiusz Meyer,2023/24,5,AC Milan,Midfielder,3,29,127077813.0,18.6603,4,original,841,0.8187,Experienced,0,0,0,1,12,948,79.0,1,7,1,32,791,697,88.2,3,12,7,0.5833,106,71,33,0.6646,0.0949,3.038,0.7595,0.2188,0.1429,7.8797,10.0633,6.7215,3,108,9,Foot injury,324,0.5714,0.6,1,5,11219,4,0,2243.8,11219.0,641.67,0.054,0.1905,-0.2808,0.0292,0.1333,1,5,0,Negative,126650611.27039325
Arnaldo Antonio Sanabria Ayala,2022/23,4,Real Betis,Midfielder,3,28,4800000.0,15.3841,1,estimated,784,0.8607,Experienced,0,0,0,1,1,70,70.0,1,1,0,2,14,10,71.4,2,4,0,0.0,0,0,0,1.2857,0.0,2.5714,1.2857,0.5,0.0,5.1429,0.0,5.1429,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.9025,0.0613,0.089,0.007,-0.1417,0.1278,1,1,1,Neutral,9000000.0
Arnaldo Antonio Sanabria Ayala,2023/24,5,Real Betis,Midfielder,3,29,4800000.0,15.3841,1,estimated,841,0.8187,Experienced,0,0,0,1,1,70,70.0,1,1,0,2,14,10,71.4,2,4,0,0.0,0,0,0,1.2857,0.0,2.5714,1.2857,0.5,0.0,5.1429,0.0,5.1429,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,74.9025,0.2427,0.0853,0.2356,0.2111,0.475,2,0,1,Positive,7600000.0
Asier Villalibre Molina,2022/23,4,Athletic Club,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,7,7.0,1,0,0,0,1,1,100.0,3,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.8571,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.226,0.14,0.1654,0.2643,0.2726,2,1,0,Positive,7500000.0
Asier Villalibre Molina,2023/24,5,Athletic Club,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,7,7.0,1,0,0,0,1,1,100.0,3,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.8571,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.0,0.2273,-0.4115,0.0367,0.6183,0,2,1,Negative,6333333.333333333
Augusto Jorge Mateo Solari,2022/23,4,Celta Vigo,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,22,22.0,1,0,0,1,13,7,53.8,1,3,1,0.3333,0,0,1,0.0,0.0,4.0909,0.0,0.0,0.0,12.2727,0.0,2.0455,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,64.6118,0.0,0.199,-0.3951,-0.005,0.5183,0,2,1,Negative,7500000.0
Augusto Jorge Mateo Solari,2023/24,5,Celta Vigo,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,22,22.0,1,0,0,1,13,7,53.8,1,3,1,0.3333,0,0,1,0.0,0.0,4.0909,0.0,0.0,0.0,12.2727,0.0,2.0455,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,64.6118,0.226,0.14,0.1654,0.2643,0.2726,2,1,0,Positive,6333333.333333333
Augusto Matías Fernández,2022/23,4,Cádiz,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,1,12,12.0,1,0,0,0,1,1,100.0,3,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.0,0.1343,-0.179,-0.025,0.4648,0,2,1,Negative,7500000.0
Augusto Matías Fernández,2023/24,5,Cádiz,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,1,12,12.0,1,0,0,0,1,1,100.0,3,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,75.4036,0.2267,0.132,0.1233,0.3333,0.7,2,1,0,Positive,6333333.333333333
Aïssa Mandi,2022/23,4,Real Betis,Midfielder,3,28,4000000.0,15.2018,1,estimated,784,0.8607,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,88,82,93.2,3,0,0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.3636,0.084,0.146,-0.09,0.1333,0.225,1,2,0,Negative,7500000.0
Aïssa Mandi,2023/24,5,Real Betis,Midfielder,3,29,4000000.0,15.2018,1,estimated,841,0.8187,Experienced,0,0,0,1,2,180,90.0,1,0,0,0,88,82,93.2,3,0,0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,,0,1.0,0.0,0,0,0,0,0,0.0,0.0,73.3636,0.108,0.0,0.1133,0.2111,0.4556,1,0,2,Positive,6333333.333333333
Bartosz Bianchi,2022/23,4,Bayern Munich,Defender,2,28,2006147.0,14.5117,1,original,784,0.8607,Experienced,1,0,0,0,11,770,70.0,1,0,1,2,1065,912,85.7,3,80,48,0.6,31,46,45,0.0,0.1169,0.2338,0.1169,0.0,1.0,14.7273,3.6234,1.4377,3,78,3,Calf muscle strain,234,0.7857,0.75,1,3,6732,3,0,2244.0,6732.0,399.9185,0.0,0.2014,-0.3357,0.175,0.32,0,4,1,Negative,2994878.404878803
Bartosz Bianchi,2023/24,5,Bayern Munich,Defender,2,29,2006147.0,14.5117,1,original,841,0.8187,Experienced,1,0,0,0,11,770,70.0,1,0,1,2,1065,912,85.7,3,80,48,0.6,31,46,45,0.0,0.1169,0.2338,0.1169,0.0,1.0,14.7273,3.6234,1.4377,3,78,3,Calf muscle strain,234,0.7857,0.6,1,3,6732,3,0,2244.0,6732.0,401.4185,0.1608,0.0792,0.2529,0.6,0.8,3,1,1,Positive,3556390.014382223
Bartosz Kone,2022/23,4,Ajax,Defender,2,28,31979145.0,17.2806,3,original,784,0.8607,Experienced,1,0,0,0,18,1440,80.0,2,7,2,64,925,746,80.7,2,63,41,0.6508,162,72,27,0.4375,0.125,4.0,0.5625,0.1094,0.2857,8.4375,10.125,6.6,1,5,1,Back injury,5,0.9474,0.25,1,3,8045,0,1,2681.6667,8045.0,483.158,0.1907,0.1387,0.0143,-0.0389,0.1833,1,1,1,Neutral,33486552.52854817
Bartosz Kone,2023/24,5,Ajax,Defender,2,29,31979145.0,17.2806,3,original,841,0.8187,Experienced,1,0,0,0,18,1440,80.0,2,7,2,64,925,746,80.7,2,63,41,0.6508,162,72,27,0.4375,0.125,4.0,0.5625,0.1094,0.2857,8.4375,10.125,6.6,1,5,1,Back injury,5,0.9474,0.2,1,3,8045,0,1,2681.6667,8045.0,483.658,0.1497,0.1067,-0.0275,0.2167,0.35,1,1,1,Neutral,32585320.29541551
Bartosz Meyer,2022/23,4,Inter Milan,Forward,4,28,121974931.0,18.6193,4,original,784,0.8607,Experienced,0,1,0,0,35,2205,63.0,2,20,4,110,2853,2085,73.1,2,6,3,0.5,142,18,7,0.8163,0.1633,4.4898,0.9796,0.1818,0.2,0.9796,5.7959,6.7592,3,83,5,Knee ligament injury,249,0.875,0.75,1,2,765,2,0,382.5,765.0,114.4324,0.1085,0.1095,0.028,0.0896,0.1845,1,2,1,Neutral,122767011.1721231
Bartosz Meyer,2023/24,5,Inter Milan,Forward,4,29,121974931.0,18.6193,4,original,841,0.8187,Experienced,0,1,0,0,35,2205,63.0,2,20,4,110,2853,2085,73.1,2,6,3,0.5,142,18,7,0.8163,0.1633,4.4898,0.9796,0.1818,0.2,0.9796,5.7959,6.7592,3,83,5,Knee ligament injury,249,0.875,0.6,1,2,765,2,0,382.5,765.0,115.9324,0.046,0.2017,-0.1739,0.175,0.4944,1,3,0,Negative,122736807.98191586
Bartosz Mitrovic,2022/23,4,Real Sociedad,Midfielder,3,28,71168890.0,18.0806,4,original,784,0.8607,Experienced,0,0,0,1,16,1072,67.0,2,6,8,28,1424,983,69.1,1,27,11,0.4074,103,57,35,0.5037,0.6716,2.3507,1.1754,0.2143,1.3333,7.0522,8.6474,6.6241,0,0,0,,0,1.0,0.0,0,4,9721,1,1,2430.25,9721.0,567.8772,0.057,0.0695,-0.0175,0.1625,0.2,1,1,2,Neutral,70687860.61012366
Bartosz Mitrovic,2023/24,5,Real Sociedad,Midfielder,3,29,71168890.0,18.0806,4,original,841,0.8187,Experienced,0,0,0,1,16,1072,67.0,2,6,8,28,1424,983,69.1,1,27,11,0.4074,103,57,35,0.5037,0.6716,2.3507,1.1754,0.2143,1.3333,7.0522,8.6474,6.6241,0,0,0,,0,1.0,0.0,0,4,9721,1,1,2430.25,9721.0,567.8772,0.162,0.1705,-0.1386,0.0275,0.4638,2,2,0,Negative,70881428.29939431
Bartosz Romano,2022/23,4,Feyenoord,Defender,2,28,129692743.0,18.6807,4,original,784,0.8607,Experienced,1,0,0,0,2,112,56.0,1,0,1,10,2162,1991,92.1,3,107,44,0.4112,34,61,9,0.0,0.8036,8.0357,0.8036,0.0,1.0,135.0,27.3214,13.8214,1,4,0,Hip flexor strain,4,1.0,0.25,1,5,18420,2,1,3684.0,18420.0,1019.2235,0.2516,0.1074,0.1609,-0.0983,0.1676,3,2,0,Positive,128342574.12296999
Bartosz Romano,2023/24,5,Feyenoord,Defender,2,29,129692743.0,18.6807,4,original,841,0.8187,Experienced,1,0,0,0,2,112,56.0,1,0,1,10,2162,1991,92.1,3,107,44,0.4112,34,61,9,0.0,0.8036,8.0357,0.8036,0.0,1.0,135.0,27.3214,13.8214,1,4,0,Hip flexor strain,4,1.0,0.2,1,5,18420,2,1,3684.0,18420.0,1019.7235,0.1684,0.1264,0.083,0.3836,0.3386,3,2,0,Positive,128020197.42207807
Bartosz Savic,2022/23,4,PSG,Forward,4,28,103937414.0,18.4593,4,original,784,0.8607,Experienced,0,1,0,0,25,2225,89.0,2,15,12,100,883,565,64.0,1,94,64,0.6809,40,13,26,0.6067,0.4854,4.0449,1.0921,0.15,0.8,4.3281,1.618,5.2989,2,27,0,Knee injury,54,1.0,0.5,1,4,13214,2,0,3303.5,13214.0,734.7669,0.217,0.041,0.3317,0.0854,0.5677,2,1,1,Positive,102180353.15059438
Bartosz Savic,2023/24,5,PSG,Forward,4,29,103937414.0,18.4593,4,original,841,0.8187,Experienced,0,1,0,0,25,2225,89.0,2,15,12,100,883,565,64.0,1,94,64,0.6809,40,13,26,0.6067,0.4854,4.0449,1.0921,0.15,0.8,4.3281,1.618,5.2989,2,27,0,Knee injury,54,1.0,0.4,1,4,13214,2,0,3303.5,13214.0,735.7669,0.2,0.064,0.1612,0.3042,0.4292,2,0,2,Positive,101499306.26347932
Bartosz Szymanski,2022/23,4,Sevilla,Forward,4,28,76137447.0,18.1481,4,original,784,0.8607,Experienced,0,1,0,0,17,1173,69.0,2,13,0,95,1123,733,65.3,1,119,66,0.5546,35,11,46,0.9974,0.0,7.289,0.9974,0.1368,0.0,9.9744,2.6854,7.4425,0,0,0,,0,1.0,0.0,0,5,8354,3,1,1670.8,8354.0,499.7498,0.1736,0.0924,0.1415,0.1583,0.4052,2,2,1,Positive,74961538.99932715
Bartosz Szymanski,2023/24,5,Sevilla,Forward,4,29,76137447.0,18.1481,4,original,841,0.8187,Experienced,0,1,0,0,17,1173,69.0,2,13,0,95,1123,733,65.3,1,119,66,0.5546,35,11,46,0.9974,0.0,7.289,0.9974,0.1368,0.0,9.9744,2.6854,7.4425,0,0,0,,0,1.0,0.0,0,5,8354,3,1,1670.8,8354.0,499.7498,0.2786,0.0956,0.3957,0.4671,0.4971,4,1,0,Positive,74158364.89919809
Bartosz Thomas,2022/23,4,Valencia,Forward,4,28,17611947.0,16.6841,2,original,784,0.8607,Experienced,0,1,0,0,32,1824,57.0,2,19,12,86,2215,1413,63.8,1,74,52,0.7027,55,78,41,0.9375,0.5921,4.2434,1.5296,0.2209,0.6316,7.5,2.7138,6.9326,2,22,3,Calf muscle strain,44,0.9143,0.5,1,1,2787,0,0,2787.0,2787.0,211.8285,0.1447,0.1283,0.0001,-0.2272,0.4644,1,1,1,Neutral,23824197.079161186
Bartosz Thomas,2023/24,5,Valencia,Forward,4,29,17611947.0,16.6841,2,original,841,0.8187,Experienced,0,1,0,0,32,1824,57.0,2,19,12,86,2215,1413,63.8,1,74,52,0.7027,55,78,41,0.9375,0.5921,4.2434,1.5296,0.2209,0.6316,7.5,2.7138,6.9326,2,22,3,Calf muscle strain,44,0.9143,0.4,1,1,2787,0,0,2787.0,2787.0,212.8285,0.2017,0.1067,0.1033,0.1889,0.4194,2,1,0,Positive,21546707.849504653
Benjamin Keita,2022/23,4,Olympique Lyon,Forward,4,28,58292861.0,17.881,3,original,784,0.8607,Experienced,0,1,0,0,35,2345,67.0,2,28,13,146,2882,2219,77.0,2,82,48,0.5854,44,35,25,1.0746,0.4989,5.6034,1.5736,0.1918,0.4643,4.4904,1.6887,7.5301,2,90,8,Abdominal problems,180,0.814,0.5,1,2,4386,1,1,2193.0,4386.0,298.5268,0.0,0.1583,-0.2669,0.05,0.1,0,2,1,Negative,56633986.13314483
Benjamin Keita,2023/24,5,Olympique Lyon,Forward,4,29,58292861.0,17.881,3,original,841,0.8187,Experienced,0,1,0,0,35,2345,67.0,2,28,13,146,2882,2219,77.0,2,82,48,0.5854,44,35,25,1.0746,0.4989,5.6034,1.5736,0.1918,0.4643,4.4904,1.6887,7.5301,2,90,8,Abdominal problems,180,0.814,0.4,1,2,4386,1,1,2193.0,4386.0,299.5268,0.131,0.1067,0.0785,0.2722,0.4611,1,1,1,Positive,55942723.031547196
Benjamin Kone,2022/23,4,Valencia,Midfielder,3,28,66885820.0,18.0185,4,original,784,0.8607,Experienced,0,0,0,1,7,581,83.0,1,0,3,10,399,273,68.6,1,10,5,0.5,59,69,13,0.0,0.4647,1.5491,0.4647,0.0,3.0,12.2375,9.1394,4.4458,1,51,1,Back injury,51,0.875,0.25,1,3,6424,3,0,2141.3333,6424.0,396.3607,0.0,0.1428,-0.2194,0.1967,0.1933,0,3,2,Negative,66724940.62499881
Benjamin Kone,2023/24,5,Valencia,Midfielder,3,29,66885820.0,18.0185,4,original,841,0.8187,Experienced,0,0,0,1,7,581,83.0,1,0,3,10,399,273,68.6,1,10,5,0.5,59,69,13,0.0,0.4647,1.5491,0.4647,0.0,3.0,12.2375,9.1394,4.4458,1,51,1,Back injury,51,0.875,0.2,1,3,6424,3,0,2141.3333,6424.0,396.8607,0.1936,0.084,0.3034,0.4002,0.4312,3,1,1,Positive,67676771.96474317
Benjamin Kowalski,2022/23,4,Marseille,Defender,2,28,94676532.0,18.366,4,original,784,0.8607,Experienced,1,0,0,0,5,355,71.0,1,2,2,17,1825,1697,93.0,3,97,71,0.732,60,14,36,0.507,0.507,4.3099,1.0141,0.1176,1.0,28.1408,15.2113,9.2535,0,0,0,,0,1.0,0.0,0,5,17808,4,0,3561.6,17808.0,983.9122,0.1035,0.08,0.0491,0.3583,0.425,2,2,2,Neutral,89797716.99674156
Benjamin Kowalski,2023/24,5,Marseille,Defender,2,29,94676532.0,18.366,4,original,841,0.8187,Experienced,1,0,0,0,5,355,71.0,1,2,2,17,1825,1697,93.0,3,97,71,0.732,60,14,36,0.507,0.507,4.3099,1.0141,0.1176,1.0,28.1408,15.2113,9.2535,0,0,0,,0,1.0,0.0,0,5,17808,4,0,3561.6,17808.0,983.9122,0.1447,0.1117,0.0614,0.0986,0.2794,2,3,1,Positive,90506907.76564065
Benjamin Lewandowski,2022/23,4,Lens,Midfielder,3,28,19470199.0,16.7844,2,original,784,0.8607,Experienced,0,0,0,1,19,1235,65.0,2,1,0,7,725,647,89.3,3,49,35,0.7143,149,3,48,0.0729,0.0,0.5101,0.0729,0.1429,0.0,3.7895,10.8583,3.7312,0,0,0,,0,1.0,0.0,0,4,13306,3,0,3326.5,13306.0,746.2556,0.0706,0.064,-0.0184,0.3967,0.4433,1,1,3,Neutral,17797132.58215111
Benjamin Lewandowski,2023/24,5,Lens,Midfielder,3,29,19470199.0,16.7844,2,original,841,0.8187,Experienced,0,0,0,1,19,1235,65.0,2,1,0,7,725,647,89.3,3,49,35,0.7143,149,3,48,0.0729,0.0,0.5101,0.0729,0.1429,0.0,3.7895,10.8583,3.7312,0,0,0,,0,1.0,0.0,0,4,13306,3,0,3326.5,13306.0,746.2556,0.144,0.0534,0.2674,0.315,0.4767,3,1,1,Positive,17420061.89096551
Benjamin Sanchez,2022/23,4,AC Milan,Defender,2,28,66808901.0,18.0173,4,original,784,0.8607,Experienced,1,0,0,0,25,1775,71.0,2,10,8,30,1229,824,67.1,1,116,82,0.7069,113,28,58,0.507,0.4056,1.5211,0.9127,0.3333,0.8,7.3014,5.7296,4.8118,1,34,4,Hip flexor strain,34,0.8621,0.25,1,4,12734,2,0,3183.5,12734.0,711.8928,0.0,0.1625,-0.2684,0.2562,0.225,0,3,1,Negative,65854225.59009537
